SMILES,MDEC-23,nC,C1SP2,minHsOH,minsOH,nHBAcc,maxssO,ATSc3,minHBint5,BCUTc-1h,MDEO-12,minsssN,MLFER_A,MDEC-33,VC-5,ETA_Shape_Y,minHBint10,SHsOH,SHBint10,ALogP,pIC50
Oc1ccc(cc1)c2ccc3c(c(O)ccc3c2)[N+](=O)[O-],21.65412933,16,0,0.572424929,9.300595192,0,0,-0.052752716,0,0.163973,0,0,0.388,6.807079,0.100171,0.40069,0,1.179248,0,2.0471,6.149
Oc1ccc(c(F)c1)c2ccc3cc(O)ccc3c2,22.40546524,16,0,0.588674929,9.218926229,0,0,-0.018493595,0,0.133624,0,0,1.208,6.628077,0.067583,0.39096,0,1.216158,0,1.7436,7.62
c1ccc(cc1)c2[nH]c3ccccc3c2c4ccccc4,25.77097413,20,0,0,0,1,0,-0.003291044,0,0.116645,0,0,0.374,8.480997,0.096167,0.28846,0,0,0,2.5816,5.158
Oc1ccc(cc1)n2c(nc3ccccc23)c4ccccc4Cl,24.29266082,19,1,0.562537402,9.579576233,2,0,0.013157948,1.216314,0.130659,0,0,0.546,7.413369,0.125617,0.34368,0,0.562537,0,2.0032,5.762
Cc1nocc1c2nc3ccccc3n2c4ccc(O)cc4,19.16722565,17,2,0.581482663,9.514975172,2,0,-0.024166278,1.183909,0.149931,0.111111,0,0.546,7.413369,0.110647,0.37621,0,0.581483,0,-0.0719,5.936
Cn1cccc1c2nc3ccccc3n2c4ccc(O)cc4,20.2230581,18,2,0.572069082,9.535859946,3,0,-0.018838461,1.210032,0.136989,0,0,0.546,5.493216,0.114116,0.36076,0,0.572069,0,0.51,5.532
Oc1ccc(cc1)n2c(nc3ccccc23)c4ccccc4,23.09826122,19,1,0.572784315,9.528917797,2,0,0.015399785,1.211545,0.134314,0,0,0.546,5.493216,0.080605,0.31975,0,0.572784,0,1.6345,5.745
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C=C)C1CC[C@@H]2O,21.32105258,20,1,0.223494819,10.07188342,2,0,-0.03505,0,0.125129,0,0,0.693,5.026098,0.691388,0.28125,2.251014,0.553445,5.713449,-0.3292,5.651
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C=C)C1CC[C@@]2(O)C#C,19.38336892,22,1,0.136689264,10.11553127,2,0,-0.032065414,0,0.131202,0,0,0.775,3.925136,0.899365,0.21429,1.382685,0.459035,4.937685,0.7448,6.833
C[C@]1(O)CCC2C3CC=C4C[C@@H](O)CC[C@]4(C=C)C3CC[C@]12C,18.71944937,21,1,0.112383708,10.10577461,2,0,-0.040258278,0,0.125151,0,0,0.693,3.925136,1.143606,0.22388,1.135724,0.434069,4.661107,0.4194,5.978
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34CO)C1CC[C@@H]2O,21.32105258,19,0,0.228847828,10.02454782,3,0,-0.050545502,0,0.093882,0,0,1.038,5.026098,0.726858,0.28571,2.294096,0.845371,5.83439,-1.4854,5.199
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2O,19.49026565,19,0,0.228847828,10.01065893,2,0,-0.037862706,0,0.125008,0,0,0.693,5.026098,0.806921,0.29508,2.290918,0.56716,5.828568,-0.3947,6.678
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34CC#C)C1CC[C@@H]2O,22.5675747,21,0,0.217674989,10.1272264,2,0,-0.042671289,0,0.085834,0,0,0.775,5.026098,0.726858,0.26866,2.204444,0.53797,5.576447,0.1844,5.333
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C#C)C1CC[C@@H]2O,21.32105258,20,0,0.230487489,10.03758637,2,0,-0.03146052,0,0.121814,0,0,0.775,5.026098,0.670244,0.28125,2.313538,0.572484,5.895493,-0.2718,6.372
CCC[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,22.5675747,21,0,0.206502149,10.17888456,2,0,-0.037846685,0,0.12504,0,0,0.693,5.026098,0.726858,0.26866,2.101962,0.508781,5.294068,-1.211,5.288
CC[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,21.32105258,20,0,0.216502149,10.10618048,2,0,-0.037846563,0,0.125025,0,0,0.693,5.026098,0.726858,0.28125,2.18801,0.534406,5.53044,-0.7298,5.633
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34CC=C)C1CC[C@@H]2O,22.5675747,21,1,0.212088569,10.15305548,2,0,-0.039072521,0,0.125041,0,0,0.693,5.026098,0.726858,0.26866,2.153347,0.523375,5.435547,-0.008,5.76
CC\C=C/[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,23.41648308,22,0,0.205230356,10.2119868,2,0,-0.036683168,0,0.125159,0,0,0.693,5.026098,0.691388,0.25714,2.09581,0.50721,5.292026,-0.8056,5.517
C\C=C\[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,22.5675747,21,0,0.213494819,10.15479159,2,0,-0.036646327,0,0.125145,0,0,0.693,5.026098,0.691388,0.26866,2.167995,0.52782,5.482918,-0.1294,5.934
C\C=C/[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,22.5675747,21,0,0.213494819,10.15479159,2,0,-0.036646327,0,0.125145,0,0,0.693,5.026098,0.691388,0.26866,2.167995,0.52782,5.482918,-0.1294,5.709
CO\C=C/[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,22.5675747,21,1,0.215230356,10.1807368,3,5.30818081,-0.012268632,0,0.125185,0.251976,0,0.693,5.026098,0.691388,0.26087,2.191204,0.532835,5.546446,-1.1417,5.475
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C\Br)C1CC[C@@H]2O,22.5675747,20,1,0.213031856,10.16940386,2,0,-0.031697283,0,0.125153,0,0,0.712,5.026098,0.691388,0.25,2.166407,0.526634,5.476634,-0.1904,5.4
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C\Cl)C1CC[C@@H]2O,22.5675747,20,1,0.213247906,10.16501535,2,0,-0.031279267,0,0.125157,0,0,0.712,5.026098,0.691388,0.2636,2.167668,0.527187,5.480576,-0.2744,5.252
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C/Cl)C1CC[C@@H]2O,22.5675747,20,1,0.213247906,10.16501535,2,0,-0.031279267,0,0.125157,0,0,0.712,5.026098,0.691388,0.2636,2.167668,0.527187,5.480576,-0.2744,5.175
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C\F)C1CC[C@@H]2O,22.5675747,20,1,0.228494819,10.06104159,2,0,-0.031541576,0,0.092978,0,0,0.712,5.026098,0.691388,0.27391,2.298896,0.566257,5.840728,-0.7333,5.38
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C/F)C1CC[C@@H]2O,22.5675747,20,1,0.228494819,10.06104159,2,0,-0.031541576,0,0.092978,0,0,0.712,5.026098,0.691388,0.27391,2.298896,0.566257,5.840728,-0.7333,5.369
CCN(c1ccccc1Br)S(=O)(=O)c2ccc(O)cc2,11.87818991,14,0,0.594148232,9.296730402,3,0,0.078659465,0,0.247618,0,1.576353,0.546,1.77103,0.211001,0.22713,0,0.594148,0,1.219,7.046
CCN(c1ccccc1)S(=O)(=O)c2ccc(O)c(C)c2,10.74792507,15,0,0.542111195,9.530300361,3,0,0.095331859,0,0.247574,0,1.494201,0.546,2.102579,0.179398,0.24658,0,0.542111,0,1.2127,6.484
CC(C)N(c1ccccc1)S(=O)(=O)c2ccc(O)cc2,11.25706519,15,0,0.592265516,9.295250207,3,0,0.084054281,0,0.247806,0,1.522534,0.546,1.698381,0.20501,0.24658,0,0.592266,0,0.4658,6.06
CCCN(c1ccccc1Br)S(=O)(=O)c2ccc(O)c(C)c2,13.37538612,16,0,0.521648232,9.629940279,3,0,0.08346648,0,0.247642,0,1.645242,0.546,3.193226,0.248269,0.25072,0,0.521648,0,1.0876,7.398
CCCN(c1ccccc1F)S(=O)(=O)c2ccc(O)cc2,12.74983301,15,0,0.599611195,9.27355139,3,0,0.061294621,0,0.247672,0,1.19846,0.546,1.77103,0.151895,0.23954,0,0.599611,0,0.0983,7.131
CCCN(c1ccccc1Br)S(=O)(=O)c2ccc(O)c(c2)C(F)(F)F,13.37538612,16,0,0.581648232,9.436815279,3,0,0.174664963,0,0.419178,0,1.298729,1.131,3.193226,0.260565,0.23342,0,0.581648,0,1.5437,7.222
CCCN(c1ccccc1Br)S(=O)(=O)c2ccc(O)cc2,12.74983301,15,0,0.584148232,9.342903242,3,0,0.079027833,0,0.247628,0,1.631909,0.546,1.77103,0.211001,0.21687,0,0.584148,0,0.6412,7.585
CCCN(c1c(C)cccc1CC)S(=O)(=O)c2ccc(O)c(C)c2,16.05714578,19,0,0.503846732,9.702761504,3,0,0.102237015,0,0.247615,0,1.65508,0.546,4.75505,0.226431,0.28977,0,0.503847,0,1.1926,8.155
CCCN(c1c(C)cccc1C)S(=O)(=O)c2ccc(O)c(C)c2,14.31756275,18,0,0.512111195,9.664703653,3,0,0.102426624,0,0.247611,0,1.62383,0.546,4.75505,0.235884,0.30267,0,0.512111,0,1.5277,7.854
CCCN(c1c(Cl)cccc1Cl)S(=O)(=O)c2ccc(O)c(C)c2,14.31756275,16,0,0.511617368,9.677790073,3,0,0.067154939,0,0.247722,0,1.70562,0.546,4.75505,0.244527,0.29155,0,0.511617,0,1.3723,7.796
CCCN(c1c(C)cccc1Cl)S(=O)(=O)c2ccc(O)c(C)c2,14.31756275,17,0,0.511864281,9.671246863,3,0,0.080837781,0,0.247666,0,1.664725,0.546,4.75505,0.240205,0.29701,0,0.511864,0,1.45,7.585
CCCN(c1c(C)cccc1Cl)S(=O)(=O)c2ccc(O)cc2,13.9236977,16,0,0.574364281,9.384209826,3,0,0.076399143,0,0.247653,0,1.651392,0.546,3.215333,0.202938,0.2649,0,0.574364,0,1.0036,7.62
CCCN(c1ccccc1Cl)S(=O)(=O)c2ccc(O)c(C)c2,13.37538612,16,0,0.521864281,9.627131637,3,0,0.078949651,0,0.247653,0,1.627688,0.546,3.193226,0.217334,0.2649,0,0.521864,0,1.0036,7.292
CCCN(c1ccccc1Cl)S(=O)(=O)c2ccc(O)cc2,12.74983301,15,0,0.584364281,9.3400946,3,0,0.074511213,0,0.24764,0,1.614355,0.546,1.77103,0.180067,0.22972,0,0.584364,0,0.5572,7.377
CCCN(c1ccccc1C)S(=O)(=O)c2ccc(O)c(C)c2,13.37538612,17,0,0.522111195,9.620588427,3,0,0.098894349,0,0.247598,0,1.586793,0.546,3.193226,0.212344,0.27019,0,0.522111,0,1.0813,6.963
CC1CCc2ccccc2N1S(=O)(=O)c3ccc(O)cc3,16.02089815,16,0,0.582265516,9.350538272,3,0,0.088871038,0,0.247828,0,1.646377,0.546,3.010942,0.204694,0.28339,0,0.582266,0,-0.0067,6.32
Oc1ccc2c(CCN(c3ccccc3Cl)S2(=O)=O)c1,14.90500798,14,0,0.554557183,9.500059877,3,0,0.070153318,0,0.247918,0,1.635188,0.546,3.325361,0.208861,0.29153,0,0.554557,0,0.8539,6.05
Cc1c(O)ccc2c1CCc3cc(O)cc(C=C)c23,21.5490649,17,1,0.486685209,9.759082945,0,0,-0.017100581,0,0.084257,0,0,1.089,11.40454,0.166376,0.43636,0,0.993669,0,1.9813,6.62
Cc1cc(O)c(C)c2c1c3ccc(O)c(C)c3OC2(C)CC=C,14.44634978,20,1,0.400514889,10.05120691,0,6.346388889,-0.028308833,2.541823,0.103422,0.447214,0,1.089,14.46382,0.29355,0.40909,0,0.858413,0,2.7566,6.804
Cc1c(O)ccc2c1OC(C)(C)c3c(C)c(O)ccc23,12.03745256,17,0,0.467539761,9.872163066,0,6.122083333,-0.015943201,2.862317,0.101193,0.447214,0,1.089,11.24058,0.288453,0.42105,0,0.962041,0,1.9798,6.33
CC1Oc2c(C)c(O)ccc2c3c(C)cc(O)c(C)c13,10.71686798,17,0,0.455317539,9.857518319,0,5.989583333,-0.006879689,2.727162,0.10079,0.447214,0,1.089,18.21958,0.242513,0.52632,0,0.954602,0,1.833,6.625
Cc1c(O)ccc2c1COc3c(C)c(O)ccc23,15.4509375,15,0,0.523095317,9.701953315,0,5.72625,0.011141195,2.995375,0.100607,0.447214,0,1.089,11.24058,0.19534,0.47059,0,1.058413,0,1.3973,5.336
Cc1c(O)c(Cl)c(C)c2c3ccc(O)c(Cl)c3OC(=O)c12,7.349915413,15,1,0.43569172,9.849782391,1,5.4448145,-0.02152647,2.372261,0.29938,0.877205,0,0.869,21.9805,0.317356,0.53596,0,0.953237,0,2.1861,6.224
Cc1c(O)c(Cl)cc2c3ccc(O)c(Cl)c3OC(=O)c12,11.03421873,14,1,0.47569172,9.78047967,1,5.3898145,-0.021413213,2.56389,0.299368,0.877205,0,0.869,17.66686,0.225349,0.5122,0,1.008862,0,1.7397,6.281
Oc1ccc2c(OC(=O)c3c(Cl)c(O)c(F)cc23)c1Cl,11.03421873,13,1,0.551688822,9.652963451,1,5.28018487,-0.056610483,3.006758,0.301097,0.877205,0,0.869,17.66686,0.208878,0.52369,0,1.121131,0,1.2031,4.936
Cc1cc(O)c(C)c2C(=O)Oc3c(C)c(O)ccc3c12,10.71686798,16,1,0.500039761,9.746218243,1,5.350694444,0.078838788,2.67556,0.299314,0.877205,0,1.089,18.21958,0.216215,0.53572,0,1.031779,0,1.8951,6.145
CCc1c(O)ccc2c3ccc(O)c(F)c3OC(=O)c12,15.80526292,15,1,0.51855828,9.348088362,1,4.982361111,-0.031934673,2.583645,0.299404,0.877205,0,1.089,14.67052,0.130785,0.49347,0,1.149672,0,0.577,6.642
CCc1c(O)ccc2c3ccc(O)c(C)c3OC(=O)c12,15.80526292,16,1,0.500039761,9.723088362,1,5.357361111,0.08261602,2.678894,0.299314,0.877205,0,1.089,14.67052,0.166733,0.48214,0,1.037404,0,1.1136,6.315
Cc1cc(O)c(Cl)c2C(=O)Oc3c(Cl)c(O)ccc3c12,10.71686798,14,1,0.49819172,9.795191342,1,5.417762346,-0.023148208,2.699084,0.301096,0.877205,0,0.869,18.21958,0.232458,0.5122,0,1.028083,0,1.7397,5.598
COc1c(C)c(Br)c2C(=O)Oc3c(C)c(O)ccc3c2c1C,7.349915413,17,1,0.511167465,9.87383627,1,5.562817775,0.105981708,0,0.300628,0.903602,0,0.546,21.9805,0.383008,0.49254,0,0.511167,0,2.4123,6.648
Cc1cc(Br)c2c(c1)C(=O)Oc3c(C)c(O)ccc23,13.40522258,15,1,0.533361324,9.746239463,1,5.406949588,0.077700886,0,0.299013,0.707107,0,0.546,14.67052,0.191503,0.45763,0,0.533361,0,2.4645,5.506
Cc1cc(C)c2c(c1)C(=O)Oc3c(C)c(O)ccc23,13.40522258,16,1,0.534084703,9.731627194,1,5.380972222,0.067471971,0,0.298965,0.707107,0,0.546,14.67052,0.156719,0.5,0,0.534085,0,2.4582,5.431
COc1cc2C(=O)Oc3c(C)c(O)ccc3c2cc1Br,14.04812298,15,1,0.538528002,9.74651887,1,5.373874717,0.061779812,0,0.299047,0.9183,0,0.546,13.95823,0.193032,0.44262,0,0.538528,0,1.5195,5
Cc1cc2c(cc1Br)C(=O)Oc3c(C)c(O)ccc23,14.04812298,15,1,0.536901061,9.726267374,1,5.391821093,0.081396981,0,0.299004,0.707107,0,0.546,13.95823,0.28988,0.45763,0,0.536901,0,2.4645,5.164
Cc1ccc(C)c2c3ccc(O)c(C)c3OC(=O)c12,12.59878206,16,1,0.531739024,9.742103017,1,5.406805556,0.066861206,0,0.29922,0.707107,0,0.546,15.48533,0.188774,0.5,0,0.531739,0,2.4582,5.512
Cc1c(O)ccc2c1OC(=O)c3c(Br)cc(Br)cc23,13.41571659,14,1,0.533875227,9.750482338,1,5.448169879,0.084792918,0,0.300597,0.707107,0,0.546,14.61621,0.192682,0.42188,0,0.533875,0,2.4708,6.224
Cc1c(O)ccc2c1OC(=O)c3c(C)c(NS(=O)(=O)C)ccc23,12.96431634,16,1,0.527566427,9.77271289,4,5.371793981,0.092729929,2.140471,0.299289,0.898956,0,0.902,14.67052,0.189148,0.41284,0,0.527566,0,0.7308,5.371
C\C=C\c1cccc2C(=O)Oc3c(C)c(O)ccc3c12,18.15968823,17,1,0.528731694,9.776894684,1,5.380021967,0.073126428,0,0.29897,0.707107,0,0.546,12.76245,0.141468,0.42105,0,0.528732,0,2.2771,5.519
CCc1c(O)ccc2c1OC(=O)c3cc(Br)ccc23,17.63424109,15,1,0.50924674,9.862926325,1,5.443199588,0.078013232,0,0.299004,0.707107,0,0.546,11.44754,0.10929,0.40678,0,0.509247,0,1.683,5.263
Cc1c(O)ccc2c1OC(=O)c3cc(C=C)ccc23,16.74456353,16,2,0.546011356,9.687117861,1,5.336176304,0.073334414,0,0.298973,0.707107,0,0.546,11.44754,0.126217,0.44444,0,0.546011,0,2.0773,5.338
Oc1cc(O)c2C(=O)N(C=Nc2c1)c3ccc(O)c(Cl)c3,15.63991811,14,1,0.537582152,9.424013427,3,0,0.105476969,0.728238,0.247972,0,1.295559,1.104,8.85082,0.120636,0.44681,0.269253,1.705096,0.269253,-0.272,4.26
Cc1cc(O)ccc1N2C=Nc3cc(O)cc(O)c3C2=O,15.50592152,15,1,0.534607663,9.426329857,3,0,0.138035196,0.753544,0.247972,0,1.28559,1.214,9.175582,0.112764,0.45675,0,1.724633,0,-0.1943,5.358
COc1cc(O)c2C(=O)N(C=Nc2c1)c3ccc(O)cc3,15.59203567,15,1,0.522454885,9.289531334,3,5.034416207,0.134232086,0.806033,0.247973,0.467649,1.299573,0.671,7.058662,0.078378,0.40484,0,1.142684,0,-0.5762,4.586
Oc1cc(O)c2C(=O)N(C=Nc2c1)c3ccc(O)nc3,13.79669519,13,3,0.558045163,9.137390473,4,0,0.167656918,0.808535,0.248027,0,1.186053,1.214,7.058662,0.078378,0.43173,0,1.858626,0,-1.8098,4.175
Cc1cc(ccc1O)N2C=Nc3cc(O)cc(O)c3C2=O,15.63991811,15,1,0.537886983,9.418605816,3,0,0.143871037,0.715485,0.247964,0,1.269386,1.214,8.85082,0.115646,0.45675,0,1.707148,0,-0.1943,4.461
Oc1ccc(N2C=Nc3cc(O)cc(O)c3C2=O)c(Cl)c1,15.50592152,14,1,0.53422186,9.432873067,3,0,0.127141281,0.776204,0.248031,0,1.326485,1.333,9.175582,0.117754,0.44681,0,1.723013,0,-0.272,5.204
CC(C)C1=Nc2cc(O)cc(O)c2C(=O)N1c3ccc(O)cc3,16.08618797,17,2,0.498574499,9.426986404,3,0,0.098643635,0.823654,0.248195,0,1.40596,1.214,11.80218,0.145899,0.46082,0,1.646626,0,0.1625,4.152
CCCCC1=Nc2cc(O)cc(O)c2C(=O)N1c3ccc(O)cc3,20.17517951,18,2,0.49185382,9.459230212,3,0,0.095306441,0.834314,0.248189,0,1.438691,1.214,9.43571,0.091408,0.39521,0,1.627265,0,-1.0617,6.75
CCCC1=Nc2cc(O)cc(O)c2C(=O)N1c3ccc(O)cc3,18.94516734,17,2,0.50185382,9.421172361,3,0,0.095307142,0.83444,0.248185,0,1.418691,1.214,9.43571,0.091408,0.41379,0,1.65553,0,-0.7737,5.27
CCC1=Nc2cc(O)cc(O)c2C(=O)N1c3ccc(O)cc3,17.25730899,16,2,0.514199499,9.374999521,3,0,0.095322782,0.829934,0.248182,0,1.387441,1.214,9.43571,0.091408,0.43421,0,1.690221,0,-0.4857,4.711
CC1=Nc2cc(O)cc(O)c2C(=O)N1c3ccc(O)cc3,14.87722815,15,2,0.529824499,9.317804305,3,0,0.091614689,0.813145,0.248179,0,1.331886,1.214,9.43571,0.098731,0.45675,0,1.733817,0,-0.5619,4.478
Oc1cc(O)c2C(=O)N(C=Nc2c1)c3ccccc3,13.88402495,14,1,0.550232663,9.37945981,3,0,0.140997462,0,0.247961,0,1.34633,0.671,6.603502,0.078378,0.38636,0,1.164112,0,-0.0776,4.122
Oc1ccc(cc1)N2C=Nc3cc(O)ccc3C2=O,16.16790921,14,1,0.61387901,9.244386358,3,0,0.117914551,0.868916,0.245381,0,1.387719,1.089,4.676046,0.066503,0.38636,0,1.240026,0,-0.0776,4.271
CCCc1c(O)cc2N=CN(C(=O)c2c1O)c3ccc(O)cc3,18.25137454,17,1,0.419954885,9.343943639,3,0,0.148704592,0.778044,0.24798,0,1.285979,1.214,9.772097,0.118802,0.41379,0,1.508577,0,-1.0106,4.973
CC(=C)c1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,16.84515537,17,2,0.535267899,9.349686157,3,0,0.113998309,0.842297,0.245985,0,1.394108,1.089,9.396102,0.131314,0.42718,0,1.139452,0,0.8807,4.357
Oc1ccc(cc1)N2C=Nc3cc(O)cc(c4ccccc4)c3C2=O,25.94374361,20,1,0.499881349,9.437174815,3,0,0.117816737,0.840897,0.246013,0,1.421886,1.089,9.396102,0.10434,0.37288,0,1.091277,0,0.9346,3.993
COC(=O)c1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,16.84515537,16,2,0.570415291,9.332009389,5,4.656648461,0.267859846,0.761889,0.293976,0.845897,1.24133,1.089,9.396102,0.092311,0.42038,2.858103,1.184184,10.1509,-0.262,4.09
Cc1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,15.59203567,15,1,0.57387901,9.288501584,3,0,0.112775551,0.867875,0.245639,0,1.408553,1.089,7.058662,0.098325,0.41936,0,1.190026,0,0.3688,5.016
Nc1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,15.59203567,14,1,0.59387901,9.268501584,4,0,0.130601205,0.825226,0.246933,0,1.328553,1.243,7.058662,0.083074,0.42391,0,1.215026,0,-1.2743,4.809
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,21.39890578,20,0,0.170246362,9.720834555,1,0,-0.021998538,0,0.131191,0,0,0.973,6.631976,0.726253,0.28125,1.654937,0.662412,7.02309,1.5135,8.699
CC(C)CC12CCC(=O)C(=C1c3ccc(O)cc3C2)C,18.23540624,18,0,0.497151085,9.7306698,1,0,-0.03002771,0,0.158767,0,0,0.546,7.76201,0.208589,0.36207,0,0.497151,0,1.9816,6.71
CCCC[C@]12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,18.29368435,17,0,0.498773384,9.739468026,1,0,-0.067108091,0,0.176483,0,0,0.546,6.631976,0.273497,0.28571,0,0.498773,0,0.6315,5.395
CCCC[C@@]12CCC(=O)C(=C1c3ccc(O)cc3C2)C,18.29368435,18,0,0.499496764,9.724855757,1,0,-0.030027483,0,0.158767,0,0,0.546,6.631976,0.208589,0.31035,0,0.499497,0,0.6252,6.246
CCCC[C@@]12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,18.29368435,17,0,0.498773384,9.739468026,1,0,-0.067108091,0,0.176483,0,0,0.546,6.631976,0.273497,0.28571,0,0.498773,0,0.6315,6.889
Oc1ccc2C3=C(C#N)C(=O)CCC3(Cc2c1)c4ccccc4,26.31762766,20,0,0.500925965,9.811539273,2,0,-0.049543489,0,0.174356,0,0,0.546,8.406073,0.257209,0.31627,0,0.500926,0,1.688,6.056
Oc1ccc2C3=C(C(=O)CCC3(Cc2c1)c4ccccc4)c5occc5,31.86615161,23,1,0.472760456,9.98480702,1,0,-0.037943917,0,0.215047,0.353553,0,0.546,10.95471,0.27194,0.32,0,0.47276,0,1.467,6.41
Oc1ccc2C3=C(Br)C(=O)CCC3(Cc2c1)c4ccccc4,23.7900941,19,0,0.492390086,9.833964042,1,0,-0.064325135,0,0.17652,0,0,0.546,8.406073,0.355784,0.30435,0,0.49239,0,2.3016,6.947
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)I,18.29368435,17,0,0.498968986,9.740091868,1,0,-0.050039234,0,0.169004,0,0,0.546,6.631976,0.311979,0.27753,0,0.498969,0,0.4613,6.907
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)Cl,18.29368435,17,0,0.499110962,9.735079523,1,0,-0.076309164,0,0.18057,0,0,0.546,6.631976,0.217605,0.30361,0,0.499111,0,0.5475,6.943
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)C(F)(F)F,18.29368435,18,0,0.518015283,9.662500433,1,0,0.04603484,0,0.439967,0,0,0.546,6.631976,0.201708,0.28507,0,0.518015,0,1.0813,6.893
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)C#N,20.61000299,18,0,0.507309264,9.717043257,2,0,-0.053405973,0,0.174304,0,0,0.546,6.631976,0.174922,0.29801,0,0.507309,0,0.0179,5.783
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)c4ccccc4,29.06640854,23,0,0.463686148,9.941887374,1,0,-0.038306087,0,0.163652,0,0,0.546,8.952163,0.195756,0.28767,0,0.463686,0,1.191,7.387
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)c4cccs4,25.6530473,21,1,0.464969086,9.925519052,1,0,-0.037554445,0,0.164177,0,0,0.546,8.952163,0.219116,0.29167,0,0.464969,0,0.5416,7.152
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)c4occc4,25.6530473,21,1,0.479143755,9.890311004,1,0,-0.040544011,0,0.165681,0.353553,0,0.546,8.952163,0.189654,0.30435,0,0.479144,0,-0.2031,6.708
CCCCC1=C2c3ccc(O)cc3CC2(CCCC)CCC1=O,23.27845202,21,0,0.468886622,9.866281664,1,0,-0.030604996,0,0.159052,0,0,0.546,6.631976,0.188868,0.26866,0,0.468887,0,-0.4791,6.564
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)CCC,22.18823927,20,0,0.477151085,9.828223813,1,0,-0.03060469,0,0.159046,0,0,0.546,6.631976,0.188868,0.28125,0,0.477151,0,-0.1911,7.523
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)CC,20.61000299,19,0,0.487151085,9.782050973,1,0,-0.030610774,0,0.159033,0,0,0.546,6.631976,0.188868,0.29508,0,0.487151,0,0.2901,6.578
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,18.29368435,17,0,0.498773384,9.739468026,1,0,-0.067108091,0,0.176483,0,0,0.546,6.631976,0.273497,0.28571,0,0.498773,0,0.6315,6.851
CCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,17.47564934,16,0,0.508773384,9.693295186,1,0,-0.06710809,0,0.176477,0,0,0.546,6.631976,0.273497,0.3,0,0.508773,0,0.9195,7.102
CCC12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,16.26628579,15,0,0.521119063,9.63609997,1,0,-0.067107836,0,0.176471,0,0,0.546,6.631976,0.273497,0.31579,0,0.521119,0,1.4007,6.496
CC12CCC(=O)C(=C1c3ccc(O)cc3C2)Br,14.45250841,14,0,0.536744063,9.563395888,1,0,-0.06710205,0,0.176465,0,0,0.546,6.631976,0.299385,0.33333,0,0.536744,0,1.7358,6.054
CC1=C2c3ccc(O)cc3CC2(CCC1=O)c4ccccc4,23.7900941,20,0,0.493113465,9.819351773,1,0,-0.028448934,0,0.158804,0,0,0.546,8.406073,0.290876,0.32813,0,0.493113,0,2.2953,6.318
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)C,18.29368435,18,0,0.499496764,9.724855757,1,0,-0.030027483,0,0.158767,0,0,0.546,6.631976,0.208589,0.31035,0,0.499497,0,0.6252,6.201
CC(C)C12CCC(=O)C(=C1c3ccc(O)cc3C2)C,16.3119663,17,0,0.506217443,9.687389062,1,0,-0.030026277,0,0.158762,0,0,0.546,8.406073,0.545582,0.38182,0,0.506217,0,1.6604,5.848
