SMILES,Caco-2,SP-1,WPATH,ECCEN,SP-2,MLFER_L,nBonds,Kier1,MW,ETA_Eta_R,MDEC-23,ETA_Alpha,VAdjMat,WTPT-1,ETA_Beta_s,ETA_Beta,Kier3,ATSm2,nHeavyAtom,SaaO,SP-0,sumI,VP-1,McGowan_Volume,Kier2,minaaO
Oc1ccc(cc1)c2oc3c(CBr)cc(O)cc3n2,0,9.169035096,699,319,8.420274534,11.572,21,13.95918367,318.9844053,29.32683,16.38681278,9.73332,5.247927513,38.955546,12,28,2.88,28.31340724,19,,13.40541292,44.73148148,6.771026765,1.9053,5.78,
Oc1ccc(cc1)c2oc3c(C=O)cc(O)cc3n2,0,9.169035096,699,319,8.420274534,10.94,21,13.95918367,255.0531578,29.32683,16.38681278,8.73332,5.247927513,38.955546,12.25,29.75,2.88,22.99282375,19,,13.40541292,51.16666667,5.55312062,1.746,5.78,
CCOC(=O)c1cc(O)cc2nc(oc12)c3ccc(O)cc3,0,10.5797187,1054,420,9.681760217,11.885,24,16.84375,299.0793725,36.70543,16.71747284,10.06665,5.459431619,44.79888676,14.25,31.75,3.75308642,26.65700771,22,,15.68986997,57.83333333,6.682773431,2.0865,7.266435986,
NC(=O)c1cc(O)cc2nc(oc12)c3ccc(O)cc3,0,9.541713896,797,338,9.159818134,12.479,22,14.91735537,270.0640568,32.2628,15.17924304,9.13332,5.321928095,40.79397863,13,30.5,3.12244898,24.15900569,20,,14.2756564,54.83333333,5.771542505,1.8458,6.01171875,
CCc1cc(O)cc2nc(oc12)c3ccc(O)cc3,0,9.169035096,699,319,8.420274534,10.796,21,13.95918367,255.0895433,29.32683,16.38681278,8.89999,5.247927513,38.955546,12,28,2.88,22.66073177,19,,13.40541292,45.66666667,6.089403397,1.8712,5.78,
CCCc1cc(O)cc2nc(oc12)c3ccc(O)cc3,0,9.669035096,814,358,8.800701378,11.295,22,14.91735537,269.1051933,31.4212,17.9115936,9.39999,5.321928095,40.97043422,12.5,28.5,3.276621059,23.66073177,20,,14.1125197,47.16666667,6.589403397,2.0121,6.405827263,
CC(C)c1cc(O)cc2nc(oc12)c3ccc(O)cc3,0,9.541713896,797,338,9.159818134,11.067,22,14.91735537,269.1051933,32.2628,15.17924304,9.39999,5.321928095,40.79397863,12.5,28.5,3.12244898,23.66073177,20,,14.2756564,47.5,6.472118898,2.0121,6.01171875,
CCCCc1cc(O)cc2nc(oc12)c3ccc(O)cc3,0,10.1690351,949,401,9.154254768,11.794,23,15.87901701,283.1208434,33.48133,18.98167199,9.89999,5.392317423,42.97787833,13,29,3.673469388,24.66073177,21,,14.81962648,48.66666667,7.089403397,2.153,7.05078125,
Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)C#C,0,9.169035096,699,319,8.420274534,10.308,21,13.95918367,251.0582431,29.32683,16.38681278,8.89999,5.247927513,38.955546,12,31,2.88,22.66073177,19,,13.40541292,48.66666667,5.567418359,1.7852,5.78,
Oc1ccc(cc1)c2oc3c(CC=C)cc(O)cc3n2,0,9.669035096,814,358,8.800701378,11.188,22,14.91735537,267.0895433,31.4212,17.9115936,9.39999,5.321928095,40.97043422,12.5,29.5,3.276621059,23.66073177,20,,14.1125197,48.66666667,6.198793196,1.9691,6.405827263,
Oc1cc(CC=C)c2oc(nc2c1)c3ccc(O)c(F)c3,0,10.0797187,924,377,9.308449422,11.115,23,15.87901701,285.0801215,34.36769,17.65549092,9.6857,5.392317423,42.82026871,13.25,30.75,3.347107438,25.24251689,21,,14.98276318,56.33333333,6.3044421,1.9868,6.629935721,
Oc1ccc(c(F)c1)c2oc3c(CC=C)cc(O)cc3n2,0,10.0797187,912,375,9.340112208,11.17,23,15.87901701,285.0801215,34.51153,17.47854545,9.6857,5.392317423,42.81760907,13.25,30.75,3.347107438,25.24251689,21,,14.98276318,56.33333333,6.3044421,1.9868,6.629935721,
Oc1ccc(cc1)c2oc3c(C=C)cc(O)cc3n2,0,9.169035096,699,319,8.420274534,10.689,21,13.95918367,253.0738932,29.32683,16.38681278,8.89999,5.247927513,38.955546,12,29.5,2.88,22.66073177,19,,13.40541292,47.16666667,5.72566665,1.8282,5.78,
Oc1cc(C=C)c2oc(nc2c1)c3ccc(O)c(F)c3,0,9.579718698,799,336,8.928022578,10.616,22,14.91735537,271.0644714,32.21554,16.11189936,9.1857,5.321928095,40.80537718,12.75,30.75,2.978907518,24.24251689,20,,14.2756564,54.83333333,5.831315553,1.8459,6.01171875,
Oc1cc(\C=C/F)c2oc(nc2c1)c3ccc(O)c(F)c3,0,10.0797187,924,377,9.308449422,10.698,23,15.87901701,289.0550496,34.36769,17.65549092,9.47141,5.392317423,42.82026871,13.5,31.5,3.347107438,25.824302,21,,14.98276318,61.83333333,5.974618486,1.8636,6.629935721,
C\C=C/c1cc(O)cc2nc(oc12)c3ccc(O)cc3,0,9.669035096,814,358,8.800701378,11.235,22,14.91735537,267.0895433,31.4212,17.9115936,9.39999,5.321928095,40.97043422,12.5,30,3.276621059,23.66073177,20,,14.1125197,48.16666667,6.228101962,1.9691,6.405827263,
Oc1ccc(cc1)c2oc3c(\C=C/Br)cc(O)cc3n2,0,9.669035096,814,358,8.800701378,12.011,22,14.91735537,330.9844053,31.4212,17.9115936,10.23332,5.321928095,40.97043422,12.5,30,3.276621059,29.31340724,20,,14.1125197,47.23148148,6.784645112,2.0032,6.405827263,
Oc1ccc(c(F)c1)c2oc3c(\C=C/Br)cc(O)cc3n2,0,10.0797187,912,375,9.340112208,11.993,23,15.87901701,348.9749835,34.51153,17.47854545,10.51903,5.392317423,42.81760907,13.25,31.25,3.347107438,30.89519235,21,,14.98276318,54.89814815,6.890294015,2.0209,6.629935721,
C\C=C/c1cc(O)cc2nc(oc12)c3ccc(O)cc3F,1,10.0797187,912,375,9.340112208,11.217,23,15.87901701,285.0801215,34.51153,17.47854545,9.6857,5.392317423,42.81760907,13.25,31.25,3.347107438,25.24251689,21,,14.98276318,55.83333333,6.333750865,1.9868,6.629935721,
Oc1ccc(c(F)c1)c2oc3c(C=C)cc(O)cc3n2,0,9.579718698,788,334,8.959685364,10.671,22,14.91735537,271.0644714,32.35345,15.8794326,9.1857,5.321928095,40.80273114,12.75,30.75,2.978907518,24.24251689,20,,14.2756564,54.83333333,5.831315553,1.8459,6.01171875,
Oc1cc(C=C)c2oc(nc2c1)c3ccc(O)c(F)c3F,0,10.00723905,891,351,9.337044901,10.517,23,15.87901701,289.0550496,35.46257,14.22540206,9.47141,5.392317423,42.64639093,13.5,32,2.933454052,25.824302,21,,15.14589989,62.5,5.94294752,1.8636,6.24567474,
Oc1cc(F)c(c(F)c1)c2oc3c(C=C)cc(O)cc3n2,0,9.990402301,881,349,9.508816898,10.627,23,15.87901701,289.0550496,35.55199,14.44478615,9.47141,5.392317423,42.64265056,13.5,32,3.062381853,25.824302,21,,15.14589989,62.5,5.936964456,1.8636,6.24567474,
Oc1cc(C=C)c2oc(nc2c1)c3cc(F)c(O)cc3F,0,9.990402301,893,351,9.467433408,10.598,23,15.87901701,289.0550496,35.38289,14.93722556,9.47141,5.392317423,42.64529078,13.5,32,3.062381853,25.824302,21,,15.14589989,62.5,5.936964456,1.8636,6.24567474,
Cc1cc(O)ccc1c2oc3c(C=C)cc(O)cc3n2,1,9.579718698,788,334,8.959685364,11.165,22,14.91735537,267.0895433,32.35345,15.8794326,9.39999,5.321928095,40.80273114,12.5,30,2.978907518,23.66073177,20,,14.2756564,48.83333333,6.142333317,1.9691,6.01171875,
Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)c4ccccc4,0,11.20350994,1173,464,10.31389129,13.185,26,16.46745562,303.0895433,37.80537,23.93866633,10.89999,5.523561956,47.87639714,14.5,36.5,3.52,27.66073177,23,,15.81119031,53.83333333,7.189426827,2.1972,7.086924763,
Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)c4occc4,0,10.70350994,1032,420,9.960337904,12.304,25,15.5232,293.0688078,35.42245,20.54308633,10.23332,5.459431619,45.75863014,14.5,35.5,3.165347772,27.32491573,22,,15.10408353,53.33333333,6.673911432,2.0171,6.481481481,
Oc1cc(c2occc2)c3oc(nc3c1)c4ccc(O)c(F)c4,0,11.11419354,1161,439,10.46808595,12.231,26,16.46745562,311.059386,38.45768,20.17294687,10.51903,5.523561956,47.60846943,15.25,36.75,3.25443787,28.90670084,23,,15.97432702,61,6.779560335,2.0348,6.718836565,
Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)c4cccs4,0,10.70350994,1032,420,9.960337904,13.095,25,15.5232,309.0459642,35.42245,20.54308633,10.73332,5.459431619,45.75863014,14,35,3.165347772,30.00030218,22,,15.10408353,50.48148148,7.553564243,2.1219,6.481481481,
Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)c4nccs4,0,10.70350994,1032,420,9.960337904,13.2,25,15.5232,310.0412132,35.42245,18.29754673,10.63332,5.459431619,45.75863014,14.5,35.5,3.165347772,30.33266605,22,,15.10408353,51.48148148,7.413361463,2.0808,6.481481481,
Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)C4CCCC4,0,10.70350994,1032,420,9.960337904,12.421,25,15.5232,295.1208434,35.42245,22.78869337,10.39999,5.459431619,45.75863014,14,30,3.165347772,26.66073177,22,,15.10408353,49.5,7.63391494,2.1853,6.481481481,
Oc1ccc(cc1F)c2oc3c(C=C)cc(O)c(Br)c3n2,0,10.00723905,895,353,9.327324197,11.387,23,15.87901701,348.9749835,35.38189,14.33612336,10.51903,5.392317423,42.64204896,13.25,31.75,2.933454052,30.89519235,21,,15.14589989,55.56481481,6.73594579,2.0209,6.24567474,
Oc1ccc(c(O)c1)c2noc3cc(O)ccc23,0,8.647867046,583,293,8.142726131,10.413,20,13.005,243.0531578,27.43662,15.50878416,8.23332,5.169925001,36.93463875,11.5,28,2.524654832,22.04801144,18,,12.69830613,48.16666667,5.257193265,1.6481,5.174791914,
Oc1ccc(c(O)c1)c2noc3ccccc23,0,8.254020195,491,257,7.508958936,9.586,19,12.05540166,227.0582431,24.87573,14.68863498,7.89999,5.087462841,35.08232101,10.75,26.75,2.290723156,20.71591946,17,,11.82806265,42.5,5.122902865,1.5894,4.938271605,
Oc1ccc2c(noc2c1)c3ccccc3O,0,8.254020195,491,254,7.508958936,9.612,19,12.05540166,227.0582431,24.85489,14.68863498,7.89999,5.087462841,35.08477341,10.75,26.75,2.290723156,20.71591946,17,,11.82806265,42.5,5.122902865,1.5894,4.938271605,
Oc1ccc(cc1)c2noc3cc(O)ccc23,0,8.237183443,511,278,7.6033153,9.612,19,12.05540166,227.0582431,24.55625,15.78218922,7.89999,5.087462841,35.08747503,10.75,26.75,2.419753086,20.71591946,17,,11.82806265,42.5,5.116919801,1.5894,4.938271605,
Oc1ccc(c(O)c1)c2noc3ccc(O)cc23,1,8.647867046,575,274,8.142726131,10.413,20,13.005,243.0531578,27.5237,15.38518846,8.23332,5.169925001,36.93446248,11.5,28,2.524654832,22.04801144,18,,12.69830613,48.16666667,5.257193265,1.6481,5.174791914,
Oc1ccc(cc1)c2noc3ccc(O)cc23,1,8.237183443,504,261,7.6033153,9.612,19,12.05540166,227.0582431,24.63109,15.79293509,7.89999,5.087462841,35.08729709,10.75,26.75,2.419753086,20.71591946,17,,11.82806265,42.5,5.116919801,1.5894,4.938271605,
Oc1ccc2c(noc2c1)c3ccc(O)c(Cl)c3,1,8.647867046,592,295,8.111063344,9.955,20,13.005,261.0192708,27.31125,15.68803568,8.61428,5.169925001,36.93731309,11.5,28,2.524654832,23.6676901,18,,12.69830613,43.51234568,5.600533177,1.7118,5.174791914,
Oc1ccc(c(c1)C#N)c2noc3cc(O)ccc23,0,9.185871848,673,310,8.333770192,10.831,21,13.95918367,252.0534921,29.63705,17.77945416,8.79999,5.247927513,38.96332625,12,31,2.741225461,22.88210139,19,,13.40541292,50.66666667,5.507193265,1.7441,5.78,
Oc1ccc2c(noc2c1)c3ccc(O)c(Br)c3,0,8.647867046,592,295,8.111063344,10.383,20,13.005,304.9687552,27.31125,15.68803568,9.23332,5.169925001,36.93731309,11.25,27.75,2.524654832,27.36859492,18,,12.69830613,43.23148148,6.015566974,1.7644,5.174791914,
Oc1ccc2c(noc2c1)c3ccc(O)c(F)c3,0,8.647867046,592,295,8.111063344,9.539,20,13.005,245.0488213,27.31125,15.68803568,8.1857,5.169925001,36.93731309,11.5,28,2.524654832,22.29770457,18,,12.69830613,50.16666667,5.222568704,1.6071,5.174791914,
Cc1cc(ccc1O)c2noc3cc(O)ccc23,1,8.647867046,592,295,8.111063344,10.088,20,13.005,241.0738932,27.31125,15.68803568,8.39999,5.169925001,36.93731309,11.25,27.25,2.524654832,21.71591946,18,,12.69830613,44.16666667,5.533586468,1.7303,5.174791914,
Cc1cc(O)ccc1c2noc3cc(O)ccc23,0,8.647867046,583,293,8.142726131,10.088,20,13.005,241.0738932,27.43662,15.50878416,8.39999,5.169925001,36.93463875,11.25,27.25,2.524654832,21.71591946,18,,12.69830613,44.16666667,5.533586468,1.7303,5.174791914,
CCCc1cc(O)ccc1c2noc3cc(O)ccc23,1,9.685871848,782,329,8.714197036,11.086,22,14.91735537,269.1051933,31.76896,19.27718454,9.39999,5.321928095,40.97767,12.25,28.25,3.12244898,23.71591946,20,,14.1125197,47.16666667,6.59424664,2.0121,6.405827263,
CCCc1cc(ccc1O)c2noc3cc(O)ccc23,1,9.685871848,809,358,8.68253425,11.086,22,14.91735537,269.1051933,31.52103,18.92876189,9.39999,5.321928095,40.97172387,12.25,28.25,3.12244898,23.71591946,20,,14.1125197,47.16666667,6.59424664,2.0121,6.405827263,
Cc1c(O)ccc(c1O)c2noc3cc(O)ccc23,0,9.0753874,667,310,8.520085667,10.889,21,13.95918367,257.0688078,30.41203,13.96452809,8.73332,5.247927513,38.77830227,12,28.5,2.492157923,23.04801144,19,,13.56854962,49.83333333,5.679842996,1.789,5.413111342,
Oc1ccc(c(CC#N)c1)c2noc3cc(O)ccc23,0,9.685871848,782,329,8.714197036,11.355,22,14.91735537,266.0691422,31.76896,19.27718454,9.29999,5.321928095,40.97767,12.5,31.5,3.12244898,23.88210139,20,,14.1125197,52.16666667,5.964300047,1.885,6.405827263,
O\N=C\c1cc(O)ccc1c2noc3cc(O)ccc23,1,9.685871848,782,329,8.714197036,10.673,22,14.91735537,270.0640568,31.76896,17.77945416,9.13332,5.321928095,40.97767,12.75,30.25,3.12244898,24.43556299,20,,14.1125197,53.16666667,5.780460492,1.8458,6.405827263,
Oc1ccc2c(noc2c1)c3cc(Br)c(O)cc3O,0,9.058550648,669,310,8.650474175,11.184,21,13.95918367,320.9636698,30.33235,14.75306741,9.56665,5.247927513,38.77719526,12,29,2.612244898,28.7006869,19,,13.56854962,48.89814815,6.155840438,1.8231,5.413111342,
Oc1ccc2c(noc2c1)c3cc(Cl)c(O)cc3O,0,9.058550648,669,310,8.650474175,10.756,21,13.95918367,277.0141854,30.33235,14.75306741,8.94761,5.247927513,38.77719526,12.25,29.25,2.612244898,24.99978208,19,,13.56854962,49.17901235,5.740806642,1.7705,5.413111342,
Cc1cc(c(O)cc1O)c2noc3cc(O)ccc23,0,9.058550648,669,310,8.650474175,10.889,21,13.95918367,257.0688078,30.33235,14.75306741,8.73332,5.247927513,38.77719526,12,28.5,2.612244898,23.04801144,19,,13.56854962,49.83333333,5.673859932,1.789,5.413111342,
CCCc1cc(c(CC)cc1O)c2noc3cc(O)ccc23,1,10.63456025,1010,390,9.412989142,12.061,24,16.84375,297.1364935,37.12386,20.9432536,10.39999,5.459431619,44.84262273,13.25,29.25,3.440470801,25.71591946,22,,15.68986997,50.33333333,7.571573478,2.2939,7.266435986,
CCCc1cc(c(CCC)cc1O)c2noc3cc(O)ccc23,1,11.13456025,1143,409,9.793415986,12.56,25,17.8112,311.1521435,39.44154,22.68833903,10.89999,5.523561956,46.85819945,13.75,29.75,3.819444444,26.71591946,23,,16.39697675,51.83333333,8.071573478,2.4348,7.92,
Oc1ccc2c(noc2c1)c3ccc4cc(O)ccc4c3,1,10.20350994,925,425,9.594879132,12.038,24,14.58333333,277.0738932,33.06592,23.24435194,9.89999,5.392317423,43.93833813,13.25,33.25,2.8125,25.71591946,21,,14.39697675,49.83333333,6.521620339,1.9584,5.893877551,
Oc1ccc2c(noc2c1)c3ccc4c(O)cccc4c3,0,10.22034669,911,400,9.488617386,12.038,24,14.58333333,277.0738932,33.2365,22.71904966,9.89999,5.392317423,43.93655958,13.25,33.25,2.698875469,25.71591946,21,,14.39697675,49.83333333,6.527603404,1.9584,5.893877551,
Oc1ccc2c(noc2c1)c3ccc4c(Br)c(O)ccc4c3,0,10.63103029,1042,446,9.994180751,12.809,25,15.5232,354.9844053,36.11972,22.87185929,11.23332,5.459431619,45.78083292,13.75,34.25,2.810650888,32.36859492,22,,15.26722023,50.56481481,7.426250576,2.1334,6.135865595,
Oc1ccc2cc(ccc2c1)c3noc4ccc(O)cc34,0,10.20350994,914,401,9.594879132,12.038,24,14.58333333,277.0738932,33.1617,23.23919454,9.89999,5.392317423,43.93814123,13.25,33.25,2.8125,25.71591946,21,,14.39697675,49.83333333,6.521620339,1.9584,5.893877551,
Oc1ccc2c(noc2c1)c3cccc4cc(O)ccc34,1,10.22034669,875,390,9.520280172,12.038,24,14.58333333,277.0738932,33.51925,23.33891727,9.89999,5.392317423,43.94538933,13.25,33.25,2.698875469,25.71591946,21,,14.39697675,49.83333333,6.527603404,1.9584,5.893877551,
Oc1ccc2c(noc2c1)c3cccc4c(O)cccc34,0,10.23718344,861,365,9.414018426,12.038,24,14.58333333,277.0738932,33.71031,22.75483782,9.89999,5.392317423,43.94366915,13.25,33.25,2.592,25.71591946,21,,14.39697675,49.83333333,6.533586468,1.9584,5.893877551,
Oc1ccc2c(noc2c1)c3cccc4ccc(O)cc34,0,10.22034669,865,365,9.520280172,12.038,24,14.58333333,277.0738932,33.61349,23.07091972,9.89999,5.392317423,43.94515585,13.25,33.25,2.698875469,25.71591946,21,,14.39697675,49.83333333,6.527603404,1.9584,5.893877551,
Oc1ccc2nc(oc2c1)c3cccc4c(O)cccc34,0,10.22034669,883,370,9.500522767,12.247,24,14.58333333,277.0738932,33.47042,21.67926285,9.89999,5.392317423,43.93883769,13.5,33.5,2.698875469,25.66073177,21,,14.39697675,49.83333333,6.528743225,1.9584,5.893877551,
Oc1ccc2nc(oc2c1)c3cccc4cc(O)ccc34,0,10.20350994,897,395,9.606784513,12.247,24,14.58333333,277.0738932,33.28261,22.2382656,9.89999,5.392317423,43.94055414,13.5,33.5,2.8125,25.66073177,21,,14.39697675,49.83333333,6.522760161,1.9584,5.893877551,
Oc1ccc2nc(oc2c1)c3ccc(O)c4ccccc34,0,10.22034669,883,370,9.500522767,12.247,24,14.58333333,277.0738932,33.47042,21.67926285,9.89999,5.392317423,43.93070854,13.5,33.5,2.698875469,25.66073177,21,,14.39697675,49.83333333,6.528743225,1.9584,5.893877551,
Oc1ccc2nc(oc2c1)c3cccc4ccccc34,0,9.809663088,777,351,8.973017319,11.42,23,13.64839319,261.0789786,30.55889,20.98675651,9.56666,5.321928095,42.08939156,12.75,32.25,2.603024575,24.3286398,20,,13.52673326,44.16666667,6.38846976,1.8997,5.652892562,
Oc1ccc2nc(oc2c1)c3cccc4c(Br)c(O)ccc34,0,10.63103029,1006,414,10.00608613,13.018,25,15.5232,354.9844053,36.41456,21.59899896,11.23332,5.459431619,45.78314981,14,34.5,2.810650888,32.31340724,22,,15.26722023,50.56481481,7.427390398,2.1334,6.135865595,
Oc1ccc2c(cccc2c1)c3oc4cc(O)c(F)cc4n3,1,10.61419354,1021,416,10.11453256,12.174,25,15.5232,295.0644714,36.20719,21.66130432,10.1857,5.459431619,45.78554347,14.25,34.75,2.921953095,27.24251689,22,,15.26722023,57.5,6.628409064,1.9761,6.135865595,
Oc1ccc2c(cccc2c1)c3oc4ccc(O)cc4n3,0,10.20350994,897,395,9.606784513,12.247,24,14.58333333,277.0738932,33.28261,22.2382656,9.89999,5.392317423,43.94055414,13.5,33.5,2.8125,25.66073177,21,,14.39697675,49.83333333,6.522760161,1.9584,5.893877551,
Cc1cc(O)c2cccc(c3oc4cc(O)ccc4n3)c2c1,0,10.61419354,997,389,10.14619534,12.723,25,15.5232,291.0895433,36.45705,21.76357966,10.39999,5.459431619,45.78202893,14,34,2.921953095,26.66073177,22,,15.26722023,51.5,6.939426827,2.0993,6.135865595,
Oc1ccc2cc(ccc2c1)c3oc4ccc(O)cc4n3,0,10.18667319,947,430,9.681383473,12.247,24,14.58333333,277.0738932,32.84587,22.19057642,9.89999,5.392317423,43.93366927,13.5,33.5,2.933454052,25.66073177,21,,14.39697675,49.83333333,6.516777097,1.9584,5.893877551,
Oc1ccc(cc1)C2=C(Br)c3ccc(O)cc3C2=O,0,9.0753874,662,309,8.561469157,11.341,21,13.95918367,315.9735062,30.48493,19.30805692,9.83332,5.247927513,38.78539199,11.25,27.25,2.492157923,27.64895139,19,,13.56854962,47.39814815,6.442719324,1.9034,5.413111342,
CC1=C(C(=O)c2cc(O)ccc12)c3ccc(O)cc3,0,9.0753874,662,309,8.561469157,10.565,21,13.95918367,252.0786442,30.48493,19.30805692,8.99999,5.247927513,38.78539199,11.25,27.25,2.492157923,21.99627593,19,,13.56854962,48.33333333,5.960738817,1.8693,5.413111342,
CSC1=C(C(=O)c2cc(O)ccc12)c3ccc(O)cc3,0,9.613392203,752,324,8.774455302,11.823,22,14.91735537,284.0507152,32.83117,19.30805692,9.83332,5.321928095,40.82294599,11.75,27.75,2.72,26.33584634,20,,14.2756564,48.98148148,7.297856125,2.0328,6.01171875,
CCSC1=C(C(=O)c2cc(O)ccc12)c3ccc(O)cc3,0,10.1133922,862,341,9.154882146,12.322,23,15.87901701,298.0663653,35.08455,21.29797114,10.33332,5.392317423,42.841723,12.25,28.25,3.062381853,27.33584634,21,,14.98276318,50.48148148,7.646243438,2.1737,6.629935721,
Oc1ccc(cc1)C2=C(c3ccccc3)c4ccc(O)cc4C2=O,0,11.64786705,1206,411,10.67779277,13.213,27,17.41563786,314.0942943,41.88692,31.44545086,11.49999,5.584962501,49.75444689,14.25,36.25,3.36,27.99627593,24,,16.6814338,58,7.62142242,2.3362,7.318869165,
COc1cc(O)cc2C(=O)C(=C(Br)c12)c3ccc(O)cc3,1,10.02407581,856,345,9.301644753,12.151,23,15.87901701,345.9840709,35.9441,17.80192804,10.66665,5.392317423,42.65603201,12.75,29.25,2.8125,30.31313535,21,,15.14589989,52.56481481,6.971758426,2.103,6.24567474,
Oc1ccc(cc1)C2=C(Br)c3c(O)cc(O)cc3C2=O,1,9.486071003,749,326,9.110600691,12.142,22,14.91735537,331.9684209,33.59232,17.80192804,10.16665,5.321928095,40.62712318,12,28.5,2.603024575,28.98104337,20,,14.43879311,53.06481481,6.582992788,1.9621,5.652892562,
CSC1=C(C(=O)c2cc(O)cc(O)c12)c3ccc(O)cc3,1,10.02407581,844,341,9.323586836,12.624,23,15.87901701,300.0456299,36.04557,17.80192804,10.16665,5.392317423,42.66427641,12.5,29,2.8125,27.66793832,21,,15.14589989,54.64814815,7.438129589,2.0915,6.24567474,
CCSC1=C(C(=O)c2cc(O)cc(O)c12)c3ccc(O)cc3,1,10.52407581,960,358,9.70401368,13.123,24,16.84375,314.0612799,38.39059,20.06058768,10.66665,5.459431619,44.68285303,13,29.5,3.165347772,28.66793832,22,,15.85300667,56.14814815,7.786516903,2.2324,6.857142857,
Oc1ccc(cc1)C2=C(c3ccccc3)c4c(O)cc(O)cc4C2=O,0,12.05855065,1322,428,11.2269243,14.014,28,18.36734694,330.0892089,45.42862,30.74147152,11.83332,5.64385619,51.59522853,15,37.5,3.453032105,29.32836791,25,,17.55167728,63.66666667,7.761695884,2.3949,7.552647234,
Oc1ccc(cc1)C2=C(Br)c3cc(O)ccc3C2=O,0,9.0753874,662,309,8.561469157,11.341,21,13.95918367,315.9735062,30.48493,19.30805692,9.83332,5.247927513,38.78539199,11.25,27.25,2.492157923,27.64895139,19,,13.56854962,47.39814815,6.442719324,1.9034,5.413111342,
COc1ccc2C(=O)C(=C(Br)c2c1)c3ccc(O)cc3,1,9.613392203,776,348,8.730571136,11.35,22,14.91735537,329.9891563,32.62276,19.30805692,10.33332,5.321928095,40.81149899,12,28,2.72,28.98104337,20,,14.2756564,46.89814815,6.831484961,2.0443,6.01171875,
CC1=C(C(=O)c2ccc(O)cc12)c3ccc(O)cc3,1,9.0753874,662,309,8.561469157,10.565,21,13.95918367,252.0786442,30.48493,19.30805692,8.99999,5.247927513,38.78539199,11.25,27.25,2.492157923,21.99627593,19,,13.56854962,48.33333333,5.960738817,1.8693,5.413111342,
CSC1=C(C(=O)c2ccc(O)cc12)c3ccc(O)cc3,0,9.613392203,751,324,8.774455302,11.823,22,14.91735537,284.0507152,32.84279,19.30805692,9.83332,5.321928095,40.82283647,11.75,27.75,2.72,26.33584634,20,,14.2756564,48.98148148,7.297856125,2.0328,6.01171875,
CCSC1=C(C(=O)c2ccc(O)cc12)c3ccc(O)cc3,0,10.1133922,860,341,9.154882146,12.322,23,15.87901701,298.0663653,35.10523,21.35873076,10.33332,5.392317423,42.84155872,12.25,28.25,3.062381853,27.33584634,21,,14.98276318,50.48148148,7.646243438,2.1737,6.629935721,
Oc1ccc(cc1)C2=C(c3ccccc3)c4cc(O)ccc4C2=O,0,11.64786705,1201,411,10.67779277,13.213,27,17.41563786,314.0942943,41.93219,31.61575433,11.49999,5.584962501,49.7541874,14.25,36.25,3.36,27.99627593,24,,16.6814338,58,7.62142242,2.3362,7.318869165,
CC1=C(C(=O)c2c(O)cc(O)cc12)c3ccc(O)cc3,1,9.486071003,749,326,9.110600691,11.063,22,14.91735537,268.0735589,33.59232,17.80192804,9.33332,5.321928095,40.62712318,12,28.5,2.603024575,23.32836791,20,,14.43879311,54,6.101012282,1.928,5.652892562,
Oc1ccc(cc1)C2=C(c3ccccc3)c4cc(O)cc(O)c4C2=O,1,12.05855065,1322,428,11.2269243,13.711,28,18.36734694,330.0892089,45.4145,30.71519419,11.83332,5.64385619,51.595834,15,37.5,3.453032105,29.32836791,25,,17.55167728,63.66666667,7.761695884,2.3949,7.552647234,
Oc1ccc2C(=C(C(=O)Oc2c1)c3ccc(Cl)cc3)Cc4ccccc4,0,12.61419354,1550,485,11.55603955,14.448,29,19.32223543,362.070972,46.60908,31.35981996,12.71428,5.700439718,53.7918447,15.75,37.75,4.379504132,32.28013855,26,,18.09564736,58.34567901,8.580117403,2.5995,8.566329566,
Oc1ccc(C(=O)Cc2oc3ccccc3c2)c(O)c1,0,9.631030293,854,375,8.91439517,10.556,22,14.91735537,268.0735589,31.28109,18.75561742,9.33332,5.321928095,40.88597991,12.25,29.75,3.4425,23.66045989,20,,14.1125197,51.66666667,6.159427222,1.928,6.405827263,
O=C(Oc1ccc2C(=CC(=O)Oc2c1)c3ccccc3)c4occc4,0,12.20350994,1553,551,10.99905599,12.506,28,18.36734694,332.0684735,42.2877,24.11097607,11.66665,5.64385619,51.78738465,16,38,4.295857988,30.65673582,25,,17.22540387,61.83333333,7.595980822,2.3127,8.347140039,
Oc1ccc(c(F)c1)c2ccc3c(Cl)c(O)ccc3c2,1,9.558550648,803,360,8.9701801,10.713,22,14.91735537,288.0353355,32.41511,22.13962266,9.66666,5.321928095,40.84929419,12,30,2.978907518,25.19773971,20,,14.2756564,50.67901235,6.339893887,1.9507,6.01171875,
Oc1ccc2cc(ccc2c1)c3cc(F)c(O)cc3F,1,9.541713896,804,360,9.078626525,10.297,22,14.91735537,272.064886,32.3743,22.28465618,9.23808,5.321928095,40.8493458,12,30,3.12244898,23.82775418,20,,14.2756564,57.33333333,5.95594635,1.846,6.01171875,
