SMILES,hERG,VP-0,CrippenMR,VP-1,MLFER_L,WPATH,Kier1,VABC,LipoaffinityIndex,ETA_Beta_s,AMR,Kier2,SP-0,SP-1,ECCEN,bpol,nAtom
Oc1ccc2cc(ccc2c1)c3ccccc3,0,9.298067,74.352,5.610358,9.561,522,12.0554,203.2214,7.856048,9.75,79.2739,5.325444,11.66493,8.3265,281,13.11848,29
Oc1ccc(cc1)c2ccc3ccc(O)cc3c2,0,9.66793,76.0168,5.744649,10.388,616,13.005,212.0116,6.75726,10.5,80.8794,5.55102,12.53517,8.720347,304,13.11848,30
Oc1cccc(c1)c2ccc3ccc(O)cc3c2,0,9.66793,76.0168,5.744649,10.388,605,13.005,212.0116,6.706472,10.5,80.8794,5.55102,12.53517,8.720347,282,13.11848,30
Oc1ccc2ccc(cc2c1)c3ccccc3,0,9.298067,74.352,5.610358,9.561,516,12.0554,203.2214,7.838358,9.75,79.2739,5.325444,11.66493,8.3265,265,13.11848,29
Oc1ccc(cc1)c2ccc3ccccc3c2,0,9.298067,74.352,5.610358,9.561,526,12.0554,203.2214,7.920758,9.75,79.2739,5.325444,11.66493,8.3265,285,13.11848,29
Oc1ccc(cc1)c2ccc3c(Cl)c(O)ccc3c2,0,10.72447,81.0268,6.234245,10.731,712,13.95918,227.2227,6.855937,11.25,85.5956,5.78,13.40541,9.147867,343,12.44528,30
Oc1ccc(cc1)c2ccc3c(Br)c(O)ccc3c2,0,11.55454,83.7168,6.649279,11.159,712,13.95918,231.2952,6.78628,11,88.4136,5.78,13.40541,9.147867,343,13.31528,30
Oc1ccc(cc1)c2ccc3c(F)c(O)ccc3c2,0,9.968544,75.6906,5.856281,10.315,712,13.95918,218.0792,6.997365,11.25,81.0072,5.78,13.40541,9.147867,343,13.22828,30
Oc1ccc(cc1)c2ccc3c(C#N)c(O)ccc3c2,0,10.53779,79.8306,6.140905,11.607,820,14.91736,235.0314,6.061935,11.75,85.8579,6.405827,14.11252,9.685872,364,12.68528,31
Oc1ccc(cc1)c2ccc3c(c(O)ccc3c2)c4ccccc4,0,12.97733,104.756,7.827982,13.752,1346,17.41564,284.6217,9.654915,14,109.395,7.709141,16.5183,11.72035,521,17.49131,40
Cc1c(O)ccc2cc(ccc12)c3ccc(O)cc3,0,10.59058,82.342,6.167298,10.864,712,13.95918,229.3076,7.338214,11,85.1614,5.78,13.40541,9.147867,343,15.3049,33
COc1c(O)ccc2cc(ccc12)c3ccc(O)cc3,0,10.99883,82.5688,6.279671,11.143,820,14.91736,238.0978,6.804456,12,87.5229,6.405827,14.11252,9.685872,364,17.2209,34
Oc1ccc(cc1)c2ccc3c(c(O)ccc3c2)[N+](=O)[O-],0,10.70593,83.2346,6.309527,10.94,930,15.87902,237.9524,5.059078,12.75,84.0971,6.629936,14.98276,10.05855,385,13.28128,32
Oc1ccc(c(F)c1)c2ccc3cc(O)ccc3c2,0,9.968544,75.6906,5.850297,10.37,706,13.95918,218.0792,7.028417,11.25,81.0072,5.78,13.40541,9.13103,341,13.22828,30
CCC1=N[C@@H]([C@@H](N1)c2ccc(O)cc2)c3ccc(OCCN4CCCCC4)cc3,1,17.18025,117.5417,10.79965,14.035,2612,22.20313,384.5498,10.56147,18.5,118.3542,11.03948,20.05383,14.22468,825,39.76542,60
Oc1ccc2C(N(CCc2c1)c3ccccc3)c4ccc(cc4)N5CCN6CCCCC6C5,1,19.23572,136.447,12.48584,17.701,3240,23.40166,421.3536,14.64484,21.5,141.7054,10.54595,22.2001,16.25915,892,42.01583,66
CC1CN(CCN1C)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,1,18.40729,129.327,11.28593,16.347,2690,22.77551,399.1181,13.73436,20,139.8538,10.092,21.37167,15.09736,761,39.82942,62
CCN1CCN(CC1C)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,1,19.1144,133.944,11.86205,16.846,2978,23.7284,416.4141,14.35729,20.5,144.1476,10.72664,22.07878,15.63536,836,42.01583,65
CCC1CN(CCN1C)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,1,19.1144,133.944,11.82393,16.846,2955,23.7284,416.4141,14.37994,20.5,142.7654,10.72664,22.07878,15.63536,788,42.01583,65
CN1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,1,17.53705,124.732,10.85836,16.076,2456,21.82526,381.8221,13.0425,19.5,135.2694,9.868056,20.50142,14.68667,736,37.643,59
CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,1,17.66719,124.494,11.10747,15.656,2456,21.82526,388.1214,13.72533,18.75,131.0252,9.868056,20.50142,14.68667,736,36.75621,60
CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccc(F)cc5,1,17.9678,123.7438,11.20714,15.664,2698,22.77551,394.1889,13.86941,19.5,131.153,10.092,21.37167,15.08052,791,36.866,60
CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(F)c5,1,17.9678,123.7438,11.20714,15.638,2674,22.77551,394.1889,13.81208,19.5,131.153,10.092,21.37167,15.08052,763,36.866,60
CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,1,18.03705,125.7348,11.24176,16.457,2674,22.77551,396.9116,12.40389,19.5,132.6307,10.092,21.37167,15.08052,763,36.75621,61
CN1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,1,17.90691,125.9728,10.99265,16.877,2674,22.77551,390.6124,11.73669,20.25,136.8749,10.092,21.37167,15.08052,763,37.643,60
CC(C)N1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,1,19.48426,135.1848,11.95834,17.647,3274,24.68371,425.2043,13.04608,21.25,146.3735,10.94767,22.94902,15.9912,869,42.01583,66
CC(C)CN1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,1,20.19137,139.7538,12.42461,18.146,3637,25.64127,442.5003,13.71303,21.75,150.1582,11.58848,23.65613,16.47437,950,44.20225,69
Oc1cccc(c1)N2CCc3cc(O)ccc3C2c4ccc(cc4)N5CCN(CC6CC6)CC5,1,19.60558,137.6398,12.58641,18.502,3636,24.3432,430.1439,13.37181,22.25,147.5968,10.77551,23.07034,16.63616,982,42.01583,67
Oc1cccc(c1)N2CCc3cc(O)ccc3C2c4ccc(cc4)N5CCN(CC5)C6CCCC6,1,20.31269,142.3048,13.12013,19.001,3941,25.2875,447.4399,14.02637,22.75,146.2225,11.39612,23.77745,17.153,1011,44.20225,70
Oc1cccc(c1)N2CCc3cc(O)ccc3C2c4ccc(cc4)N5CCN(CC5)C6CCCCC6,1,21.0198,146.9218,13.62013,19.5,4311,26.23438,464.7358,14.71432,23.25,149.1341,12.02735,24.48455,17.653,1097,46.38866,73
Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCCCCC6)cc5)c23,1,20.18945,141.696,13.14358,19.19,3911,24.3432,413.2197,14.23036,21.75,148.1857,11.17091,22.9072,16.75915,1086,40.95221,64
Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCCCCC6)cc5)c23,1,20.55931,146.8088,13.27787,20.017,4199,25.2875,422.0099,12.76417,22.5,149.7912,11.39612,23.77745,17.153,1119,40.95221,65
CN(C)CCOc1ccc(Cn2c3ccccc3c4sc5cc(O)ccc5c24)cc1,1,17.94681,125.342,10.90555,16.838,2611,21.82526,356.3922,12.04669,19.25,138.5083,9.469388,20.66456,14.59736,822,34.39297,54
CN(C)CCOc1ccc(Cn2c3ccc(O)cc3c4sc5cc(O)ccc5c24)cc1,0,18.31667,130.4548,11.03984,17.665,2833,22.77551,365.1824,10.61197,20,140.1138,9.700115,21.5348,14.9912,851,34.39297,55
CCN(CC)CCOc1ccc(Cn2c3ccccc3c4sc5cc(O)ccc5c24)cc1,1,19.36102,134.576,12.05779,17.836,3231,23.7284,390.9842,13.2516,20.25,147.0959,10.72664,22.07878,15.67337,934,38.7658,60
CCN(CC)CCOc1ccc(Cn2c3ccc(O)cc3c4sc5cc(O)ccc5c24)cc1,1,19.73088,139.6888,12.19208,18.663,3485,24.68371,399.7744,11.80179,21,148.7014,10.94767,22.94902,16.06721,965,38.7658,61
Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCOCC6)cc5)c23,0,19.18348,134.047,12.22093,18.551,3567,23.40166,387.4179,12.05184,21.75,147.5828,10.54595,22.2001,16.25915,1050,38.49538,59
Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCOCC6)cc5)c23,0,19.55335,139.1598,12.35522,19.378,3838,24.3432,396.2082,10.59901,22.5,149.1883,10.77551,23.07034,16.653,1083,38.49538,60
Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCCCC6)cc5)c23,1,19.48234,137.079,12.64358,18.691,3567,23.40166,395.9237,13.55912,21.25,145.2741,10.54595,22.2001,16.25915,1050,38.7658,61
Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCCCC6)cc5)c23,1,19.8522,142.1918,12.77787,19.518,3838,24.3432,404.7139,12.09947,22,146.8796,10.77551,23.07034,16.653,1083,38.7658,62
Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCCC6)cc5)c23,0,18.77523,132.462,12.14358,18.192,3226,22.46311,378.6277,12.88789,20.75,142.3625,9.93236,21.49299,15.75915,968,36.57938,58
Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCCC6)cc5)c23,1,19.1451,137.5748,12.27787,19.019,3480,23.40166,387.4179,11.43477,21.5,143.968,10.16595,22.36323,16.153,999,36.57938,59
Oc1ccc(cc1)c2ccc3cc(O)ccc3n2,0,9.537793,74.8528,5.614512,10.493,623,13.005,205.7124,5.764664,11,78.8567,5.55102,12.53517,8.720347,324,13.34528,29
Oc1ccc(cc1)c2ccc3c(Cl)c(O)ccc3n2,0,10.59434,79.8628,6.104108,10.836,712,13.95918,220.9235,5.826492,11.75,83.5729,5.78,13.40541,9.147867,343,12.67207,29
Oc1ccc(cc1)c2ccc3c(Br)c(O)ccc3n2,0,11.4244,82.5528,6.519142,11.264,712,13.95918,224.996,5.735556,11.5,86.3909,5.78,13.40541,9.147867,343,13.54207,29
Oc1ccc(cc1)c2cc(Cl)c3cc(O)ccc3n2,0,10.59434,79.8628,6.098125,11.317,700,13.95918,220.9235,5.857054,11.75,83.5729,5.78,13.40541,9.13103,339,12.67207,29
Oc1ccc2nc(cc(Cl)c2c1)c3ccc(O)c(F)c3,0,10.89495,79.5366,6.203774,11.244,800,14.91736,226.991,6.236088,12.5,83.7007,6.011719,14.27566,9.541714,358,12.78186,29
Oc1ccc(cc1)c2cc(Br)c3cc(O)ccc3n2,0,11.4244,82.5528,6.513159,11.745,700,13.95918,224.996,5.807497,11.5,86.3909,5.78,13.40541,9.13103,339,13.54207,29
Oc1ccc2nc(cc(Br)c2c1)c3ccc(O)c(F)c3,0,11.72502,82.2266,6.618808,11.672,800,14.91736,231.0636,6.139719,12.25,86.5187,6.011719,14.27566,9.541714,358,13.65186,29
Oc1ccc2nc(cc(Br)c2c1)c3cc(F)c(O)c(F)c3,0,12.02563,82.1846,6.724457,11.573,904,15.87902,237.1311,6.536233,13,86.6465,6.245675,15.1459,9.952397,377,13.76166,29
Oc1ccc(cc1)c2cc(C=C)c3cc(O)ccc3n2,0,10.7449,83.8818,6.228102,11.361,796,14.91736,237.6679,7.018472,12,87.7838,6.405827,14.11252,9.669035,356,15.53169,33
Oc1ccc2nc(cc(C=C)c2c1)c3ccc(O)c(F)c3,0,11.04551,83.5556,6.333751,11.288,904,15.87902,243.7355,7.393903,12.75,87.9116,6.629936,14.98276,10.07972,375,15.64148,33
CCc1cc(nc2ccc(O)cc12)c3ccc(O)cc3,1,11.16755,84.2308,6.591839,11.468,796,14.91736,240.3044,6.902031,12,87.9871,6.405827,14.11252,9.669035,356,17.71811,35
CCc1cc(nc2ccc(O)cc12)c3ccc(O)c(F)c3,0,11.46816,83.9046,6.697488,11.395,904,15.87902,246.3719,7.24456,12.75,88.1149,6.629936,14.98276,10.07972,375,17.8279,35
Oc1ccc(cc1)c2cc(C#C)c3cc(O)ccc3n2,0,10.53779,79.7236,6.069854,10.98,796,14.91736,235.0314,6.062138,12,85.4008,6.405827,14.11252,9.669035,356,13.34528,31
Oc1ccc2nc(cc(C#C)c2c1)c3ccc(O)c(F)c3,0,10.83841,81.8166,6.175503,10.907,904,15.87902,241.099,6.464357,12.75,85.5286,6.629936,14.98276,10.07972,375,13.45507,31
Oc1ccc2nc(cc(C#C)c2c1)c3cc(F)c(O)c(F)c3,0,11.13902,81.7746,6.281151,10.808,1016,16.84375,247.1666,6.930868,13.5,85.6564,6.857143,15.85301,10.4904,394,13.56486,31
Oc1ccc(cc1)c2cc(C#N)c3cc(O)ccc3n2,0,10.40766,78.6666,6.004785,11.712,796,14.91736,228.7322,5.029224,12.25,83.8352,6.405827,14.11252,9.669035,356,12.91207,30
Oc1ccc2nc(cc(C#N)c2c1)c3ccc(O)c(F)c3,0,10.70827,78.6246,6.110434,11.639,904,15.87902,234.7998,5.436588,13,83.963,6.629936,14.98276,10.07972,375,13.02186,30
CC(=O)c1cc(nc2ccc(O)cc12)c3ccc(O)cc3,0,11.36869,85.4596,6.485303,12.088,894,15.87902,246.4581,5.448707,12.75,88.407,6.629936,14.98276,10.04171,373,16.48969,34
CC(=O)c1cc(nc2ccc(O)cc12)c3ccc(O)c(F)c3,0,11.66931,85.4176,6.590952,12.015,1010,16.84375,252.5257,5.858269,13.5,88.5348,6.857143,15.85301,10.4524,392,16.59948,34
Oc1ccc2nc(cc(c3ccccc3)c2c1)c4ccc(O)c(F)c4,0,13.14781,100.8466,7.797511,13.784,1418,18.36735,284.39,9.027983,15.25,107.5001,7.935,17.38854,12.11419,474,17.8279,39
COc1cc(nc2ccc(O)cc12)c3ccc(O)cc3,0,10.86869,81.4048,6.143551,11.329,796,14.91736,231.7986,5.786158,12.5,85.5002,6.405827,14.11252,9.669035,356,17.44769,33
C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CCCC5,1,19.50132,133.3108,12.36702,17.434,3465,24.68371,422.0043,10.56102,20.75,141.6032,11.37278,22.78588,16.06368,922,39.795,62
C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CC[C@@H](C)C5,1,20.37156,137.8578,12.76087,17.705,3803,25.64127,439.3003,11.24087,21.25,147.2269,11.58848,23.65613,16.45753,1003,41.98142,65
C[C@@H]1CCN(CCOc2ccc(cc2)C(=O)c3c(sc4cc(O)ccc34)c5ccc(O)cc5)C1,1,19.84662,136.3726,12.34218,18.721,3842,25.64127,423.1274,9.859567,21,147.452,11.58848,23.65613,16.47437,1046,36.65059,61
C[C@@H](COc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4)N5CCCC5,0,19.84662,136.4206,12.3759,18.721,3763,25.64127,423.1274,9.820083,21,146.4127,11.58848,23.65613,16.4912,994,36.65059,61
C[C@@H]1CCN(CCOc2ccc(Cn3c(c(C)c4cc(O)ccc34)c5ccc(O)cc5)cc2)C1,1,19.86795,139.1928,12.03031,18.368,3872,25.64127,426.7573,13.31788,21.5,147.4248,11.58848,23.65613,16.47437,1052,40.85862,66
C[C@@H](COc1ccc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)cc1)N5CCCC5,1,19.86795,139.2408,12.06403,18.368,3793,25.64127,426.7573,13.28648,21.5,146.3855,11.58848,23.65613,16.4912,1000,40.85862,66
C[C@@H]1CCN(CCOc2ccc(cc2)[C@H]3[C@H](CCc4cc(O)ccc34)c5ccccc5)C1,1,18.91268,131.104,11.99018,16.095,3192,23.7284,420.5068,14.20347,19.5,140.3474,11.16,21.91564,15.66984,905,39.97183,65
C[C@@H](COc1ccc(cc1)[C@H]2[C@H](CCc3cc(O)ccc23)c4ccccc4)N5CCCC5,1,18.91268,131.152,12.0239,16.095,3119,23.7284,420.5068,14.17338,19.5,139.3081,11.16,21.91564,15.68667,853,39.97183,65
Oc1ccc(cc1)c2[nH]c3ccccc3c2c4ccccc4,0,11.95277,96.496,7.283008,13.237,978,15.5232,254.8727,9.512251,13.25,101.8665,6.857143,14.94095,10.8265,379,17.05811,37
Oc1ccc(cc1)c2c([nH]c3ccccc23)c4ccccc4,0,11.95277,96.496,7.283008,13.237,976,15.5232,254.8727,9.499079,13.25,101.8665,6.857143,14.94095,10.8265,374,17.05811,37
Oc1ccc(cc1)c2[nH]c3ccccc3c2c4ccc(O)cc4,0,12.32263,98.1608,7.417298,14.064,1118,16.46746,263.6629,8.378149,14,103.472,7.086925,15.81119,11.22035,420,17.05811,38
c1ccc(cc1)c2[nH]c3ccccc3c2c4ccccc4,0,11.5829,92.412,7.148717,12.41,847,14.58333,246.0825,10.63796,12.5,100.261,6.629936,14.0707,10.43265,330,17.05811,36
Oc1ccc(cc1)c2[nH]c(nc2c3ccccc3)C(F)(F)F,0,11.22447,79.8968,6.469818,10.736,1007,16.84375,243.4176,8.665348,14,85.1841,6.857143,15.74228,10.44851,363,17.61428,33
Oc1ccc(cc1)c2noc(c2c3ccccc3)C(F)(F)F,0,11.13272,78.5018,6.382909,9.559,983,16.84375,241.2111,8.337471,13.75,84.1599,6.857143,15.74228,10.46535,363,16.45707,32
Oc1ccc(cc1)n2c(nc3ccccc23)c4ccccc4Cl,0,12.90374,99.008,7.634655,15.007,1086,16.46746,263.7846,8.996704,14.75,104.6507,7.086925,15.81119,11.23718,391,17.93169,36
Cc1nocc1c2nc3ccccc3n2c4ccc(O)cc4,0,11.89326,87.965,6.920917,13.883,959,15.5232,236.405,7.109194,14.75,92.1856,6.481481,15.10408,10.73718,356,19.42769,35
Cn1cccc1c2nc3ccccc3n2c4ccc(O)cc4,0,12.13971,94.01,7.124719,14.244,959,15.5232,244.9107,8.545432,14.75,98.0001,6.481481,15.10408,10.73718,356,21.67811,37
Oc1ccc(cc1)n2c(nc3ccccc23)c4ccccc4,0,11.84719,93.998,7.151042,14.183,976,15.5232,248.5735,8.895424,14,99.9345,6.857143,14.94095,10.8265,374,18.6049,36
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C=C)C1CC[C@@H]2O,0,13.79984,87.6996,9.203087,10.724,901,15.5232,317.3579,8.387378,13,86.0508,5.25,15.53517,10.50982,364,32.79621,52
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C=C)C1CC[C@@]2(O)C#C,0,14.79984,94.8306,9.6138,11.05,1150,17.41564,346.6769,8.525096,14,94.2603,5.75,17.16493,11.39976,431,32.79621,54
C[C@]1(O)CCC2C3CC=C4C[C@@H](O)CC[C@]4(C=C)C3CC[C@]12C,0,14.72249,92.3166,9.575124,11.039,1014,16.46746,334.6538,9.10163,13.5,92.2286,5.247161,16.45782,10.8391,383,34.98262,55
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34CO)C1CC[C@@H]2O,0,13.6697,84.8584,9.175944,11.182,901,15.5232,311.4886,5.995734,13.25,83.1804,5.25,15.53517,10.50982,364,32.79621,52
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2O,0,13.51538,83.4466,9.006163,10.332,802,14.58333,302.6983,7.873845,12.5,81.4057,4.746877,14.82806,9.949161,349,32.79621,51
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34CC#C)C1CC[C@@H]2O,0,14.29984,90.5776,9.501945,10.842,1022,16.46746,332.0174,7.800004,13.5,88.2688,5.771565,16.24228,11.00982,383,32.79621,53
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C#C)C1CC[C@@H]2O,0,13.59273,85.9606,9.044838,10.343,901,15.5232,314.7214,7.123767,13,83.6678,5.25,15.53517,10.50982,364,30.6098,50
CCC[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,0,14.9296,92.6806,10.06682,11.33,1022,16.46746,337.2903,9.139147,13.5,89.5793,5.771565,16.24228,11.00982,383,37.16904,57
CC[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,0,14.22249,88.0636,9.566823,10.831,901,15.5232,319.9943,8.48911,13,86.2541,5.25,15.53517,10.50982,364,34.98262,54
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34CC=C)C1CC[C@@H]2O,0,14.50695,92.3166,9.676213,11.223,1022,16.46746,334.6538,9.006434,13.5,90.8054,5.771565,16.24228,11.00982,383,34.98262,55
CC\C=C/[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,1,15.37719,96.9336,10.24353,11.769,1166,17.41564,351.9498,9.450893,14,95.0325,6.310658,16.94938,11.50982,404,37.16904,58
C\C=C\[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,1,14.67008,92.3166,9.705522,11.27,1022,16.46746,334.6538,8.823879,13.5,91.9547,5.771565,16.24228,11.00982,383,34.98262,55
C\C=C/[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,1,14.67008,92.3166,9.705522,11.27,1022,16.46746,334.6538,8.823879,13.5,91.9547,5.771565,16.24228,11.00982,383,34.98262,55
CO\C=C/[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,1,15.07833,93.6516,9.772122,11.63,1166,17.41564,343.4441,8.165057,14.5,92.7797,6.310658,16.94938,11.50982,404,36.89862,56
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C\Br)C1CC[C@@H]2O,0,15.63404,95.5696,10.26207,12.046,1022,16.46746,336.6415,8.459286,13.5,93.6704,5.771565,16.24228,11.00982,383,32.993,52
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C\Cl)C1CC[C@@H]2O,0,14.80398,92.4956,9.782825,11.618,1022,16.46746,332.5689,8.360172,13.75,90.8524,5.771565,16.24228,11.00982,383,32.123,52
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C/Cl)C1CC[C@@H]2O,0,14.80398,92.4956,9.782825,11.618,1022,16.46746,332.5689,8.360172,13.75,90.8524,5.771565,16.24228,11.00982,383,32.123,52
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C\F)C1CC[C@@H]2O,0,14.04805,87.7506,9.34639,10.806,1022,16.46746,323.4254,8.087743,13.75,86.264,5.771565,16.24228,11.00982,383,32.906,52
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C/F)C1CC[C@@H]2O,0,14.04805,87.7506,9.34639,10.806,1022,16.46746,323.4254,8.087743,13.75,86.264,5.771565,16.24228,11.00982,383,32.906,52
CN(C)CCOc1ccc(cc1)\C(=C(\CCCCO)/c2ccccc2)\c3ccc(O)cc3,1,18.99808,132.4578,11.15026,16.335,3037,26.60208,434.0775,12.10285,18.75,141.319,14.41116,22.76094,15.57972,774,39.97183,65
CN(C)CCOc1ccc(cc1)\C(=C(\CCCO)/c2ccccc2)\c3ccc(O)cc3,1,18.29098,127.8408,10.65026,15.836,2778,25.61983,416.7815,11.46255,18.25,138.4074,13.64521,22.05383,15.07972,723,37.78542,62
CN(C)CCOc1ccc(cc1)\C(=C(\CCO)/c2ccccc2)\c3ccc(O)cc3,1,17.58387,123.2238,10.15026,15.337,2550,24.63867,399.4855,10.86271,17.75,135.0822,12.88889,21.34672,14.57972,696,35.599,59
CSCCC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,1,20.06851,139.137,12.4248,16.743,3037,26.60208,443.7963,13.64774,18.5,149.333,14.41116,22.76094,15.57972,774,42.25183,65
CN(C)CCOc1ccc(cc1)\C(=C(\CCCN=[N+]=[N-])/c2ccccc2)\c3ccc(O)cc3,1,18.99808,131.1238,10.96649,14.929,3328,27.58531,435.7087,11.59351,19.25,140.656,15.18617,23.46804,16.07972,827,37.35221,63
CN(C)CCOc1ccc(cc1)\C(=C(\CCN=[N+]=[N-])/c2ccccc2)\c3ccc(O)cc3,1,18.29098,126.5068,10.46649,14.43,3037,26.60208,418.4127,10.99525,18.75,137.3308,14.41116,22.76094,15.57972,774,35.1658,60
CN(C)CCOc1ccc(cc1)\C(=C(\CCCC#N)/c2ccccc2)\c3ccc(O)cc3,1,18.79098,130.0838,10.91119,16.253,3037,26.60208,431.0111,12.01263,18.75,141.8784,14.41116,22.76094,15.57972,774,37.35221,62
CN(C)CCOc1ccc(cc1)\C(=C(\CCC#N)/c2ccccc2)\c3ccc(O)cc3,1,18.08387,125.4668,10.41119,15.754,2778,25.61983,413.7151,11.40942,18.25,138.9668,13.64521,22.05383,15.07972,723,35.1658,59
CN(C)CCOc1ccc(cc1)\C(=C(\CCCCl)/c2ccccc2)\c3ccc(O)cc3,1,18.97766,131.475,11.13582,15.833,2778,25.61983,423.2024,13.08828,18.25,141.4584,13.64521,22.05383,15.07972,723,37.11221,61
CN(C)CCOc1ccc(cc1)\C(=C(\CCCl)/c2ccccc2)\c3ccc(O)cc3,1,18.27055,126.858,10.63582,15.334,2550,24.63867,405.9064,12.42632,17.75,138.1332,12.88889,21.34672,14.57972,696,34.9258,58
CCN(c1ccccc1)S(=O)(=O)c2ccc(O)cc2,0,10.72617,70.8748,6.281972,9.259,682,15.39,244.245,5.623021,11.25,83.3046,6.635204,13.88047,9.052879,296,24.85411,34
CCN(c1ccccc1Br)S(=O)(=O)c2ccc(O)cc2,0,12.61278,78.5748,7.180619,10.43,771,16.37188,263.5287,5.591681,11.75,90.8388,6.84,14.75071,9.463562,313,25.0509,34
CCN(c1cccc(OC)c1)S(=O)(=O)c2ccc(O)cc2,0,12.05707,77.4268,6.805028,10.069,906,17.35537,270.3312,5.709354,12.75,89.9481,7.513007,15.45782,9.98473,357,28.95652,38
CCCN(c1ccccc1)S(=O)(=O)c2ccc(O)cc2,0,11.43328,75.4918,6.781972,9.758,783,16.37188,261.541,6.122016,11.75,86.8366,7.319857,14.58758,9.552879,313,27.04052,37
CCN(c1ccc(O)cc1)S(=O)(=O)c2ccc(O)cc2,0,11.09604,72.5396,6.416262,10.086,797,16.37188,253.0353,4.582828,12,84.9101,6.84,14.75071,9.446726,338,24.85411,35
CCN(c1ccccc1)S(=O)(=O)c2ccc(O)c(C)c2,0,11.64882,77.2,6.698639,9.735,777,16.37188,261.541,6.117543,11.75,87.5866,6.84,14.75071,9.463562,313,27.04052,37
CC(C)N(c1ccccc1)S(=O)(=O)c2ccc(O)cc2,0,11.59642,75.4698,6.671537,9.53,766,16.37188,261.541,6.204185,11.75,88.5094,6.84,14.75071,9.425557,311,27.04052,37
CCN(c1ccccc1OC)S(=O)(=O)c2ccc(O)cc2,0,12.05707,77.4268,6.811011,10.014,880,17.35537,270.3312,5.666271,12.75,89.9481,7.513007,15.45782,10.00157,332,28.95652,38
CC(C)(C)CN(c1ccccc1)S(=O)(=O)c2ccc(O)cc2,0,13.22617,84.6558,7.428419,10.344,991,18.34026,296.133,7.483263,12.75,97.1531,7.266436,16.38047,10.19933,347,31.41335,43
Oc1ccc(cc1)S(=O)(=O)N(Cc2ccccc2)c3ccccc3,0,13.11292,89.7238,7.839102,11.907,1281,18.78107,299.5591,7.830615,14.25,107.762,8.589506,16.99335,11.57052,431,27.04052,41
