SMILES,HOB,BCUTc-1l,SsOH,maxHsOH,MLFER_A,minsOH,minHsOH,nHsOH,maxsOH,nsOH,SHsOH
Cc1cc(O)ccc1c2ccc3c(Cl)c(O)ccc3c2,0,-0.36081,19.29211,0.559015,0.979,9.500725,0.509632,2,9.79138,2,1.068647
Oc1ccc2cc(ccc2c1)c3ccc(O)c(F)c3,0,-0.36071,18.59627,0.638733,1.089,9.19013,0.587807,2,9.406137,2,1.226541
Oc1ccc(cc1F)c2ccc3c(Cl)c(O)ccc3c2,1,-0.35901,18.966,0.630265,0.979,9.231929,0.523764,2,9.734069,2,1.154029
Oc1ccc2cc(ccc2c1)c3ccc(O)c(Cl)c3,0,-0.3608,19.06716,0.575206,0.979,9.461132,0.54344,2,9.606025,2,1.118647
Oc1ccc(cc1Cl)c2ccc3c(Cl)c(O)ccc3c2,1,-0.35935,19.43689,0.534972,0.869,9.647824,0.511163,2,9.789064,2,1.046135
Oc1ccc2cc(ccc2c1)c3cc(F)c(O)c(F)c3,0,-0.3606,18.49511,0.669983,1.089,9.102167,0.591939,2,9.392942,2,1.261923
Oc1ccc2cc(ccc2c1Cl)c3cc(F)c(O)c(F)c3,1,-0.35867,18.86484,0.661515,0.979,9.143966,0.527896,2,9.720874,2,1.189411
Oc1ccc(cc1)c2cc(F)c3cc(O)ccc3c2,0,-0.36139,18.63572,0.613656,1.089,9.25861,0.597564,2,9.377111,2,1.21122
Oc1ccc2cc(cc(F)c2c1)c3ccc(O)c(F)c3,0,-0.36071,18.53456,0.644906,1.089,9.170647,0.601696,2,9.363915,2,1.246602
Oc1ccc(cc1)c2cc(F)c3c(Cl)c(O)ccc3c2,0,-0.36082,19.00545,0.605188,0.979,9.300409,0.533521,2,9.705043,2,1.138708
Oc1ccc(cc1F)c2cc(F)c3c(Cl)c(O)ccc3c2,1,-0.35901,18.90429,0.636438,0.979,9.212446,0.537653,2,9.691847,2,1.174091
Oc1ccc(cc1)c2cc(Cl)c3cc(O)ccc3c2,0,-0.36139,18.90271,0.594833,1.089,9.340762,0.555211,2,9.561953,2,1.150044
Oc1ccc(cc1)c2cc(Cl)c3c(Cl)c(O)ccc3c2,0,-0.36082,19.27245,0.586364,0.979,9.382561,0.491168,2,9.889885,2,1.077532
Oc1ccc(cc1)c2cc(C#N)c3cc(O)ccc3c2,0,-0.36139,18.8564,0.601311,1.089,9.326511,0.569786,2,9.529888,2,1.171097
Oc1ccc2cc(cc(C#N)c2c1)c3ccc(O)c(F)c3,0,-0.36072,18.75524,0.632561,1.089,9.238548,0.573918,2,9.516693,2,1.206479
Oc1ccc(cc1)c2cc(C#N)c3c(Br)c(O)ccc3c2,0,-0.36087,19.24601,0.592663,0.979,9.370631,0.504393,2,9.875375,2,1.097056
Oc1ccc(cc1)c2cc(C#N)c3c(Cl)c(O)ccc3c2,0,-0.36082,19.22613,0.592842,0.979,9.36831,0.505743,2,9.857821,2,1.098585
Oc1ccc(cc1F)c2cc(C#N)c3c(Cl)c(O)ccc3c2,1,-0.35901,19.12497,0.624092,0.979,9.280347,0.509875,2,9.844625,2,1.133967
Oc1ccc(cc1F)c2cc(C#N)c3c(F)c(O)ccc3c2,0,-0.3585,18.65408,0.636693,1.089,9.225353,0.605168,2,9.42873,2,1.241861
Oc1ccc2cc(cc(C=O)c2c1)c3ccc(O)c(F)c3,0,-0.361,18.74489,0.631974,1.089,9.234721,0.572076,2,9.510174,2,1.20405
Oc1ccc2cc(cc(C=C)c2c1)c3ccc(O)c(F)c3,0,-0.36072,18.86653,0.621974,1.089,9.274721,0.551668,2,9.591806,2,1.173642
CCc1cc(cc2ccc(O)cc12)c3ccc(O)c(F)c3,1,-0.36072,18.917,0.616388,1.089,9.290894,0.539621,2,9.626103,2,1.156009
Oc1ccc2cc(cc(C#C)c2c1)c3ccc(O)c(F)c3,0,-0.36072,18.81606,0.627561,1.171,9.258548,0.563714,2,9.557509,2,1.191275
CC#Cc1cc(cc2ccc(O)cc12)c3ccc(O)c(F)c3,0,-0.36072,18.95723,0.619296,1.089,9.306606,0.548089,2,9.650621,2,1.167385
Oc1ccc(c(F)c1)c2cc(C#N)c3cc(O)ccc3c2,0,-0.36134,18.78135,0.621311,1.208,9.267344,0.574786,2,9.514004,2,1.196097
Oc1ccc2cc(cc(C#N)c2c1)c3cc(F)c(O)cc3F,0,-0.36071,18.68019,0.652561,1.208,9.179381,0.578918,2,9.500808,2,1.231479
Oc1ccc2cc(cc(C#N)c2c1)c3c(F)cc(O)cc3F,0,-0.36129,18.7063,0.641311,1.327,9.208178,0.579786,2,9.498119,2,1.221097
Oc1ccc2cc(cc(C#N)c2c1)c3cc(F)c(O)c(F)c3,0,-0.36061,18.65408,0.663811,1.089,9.150585,0.578051,2,9.503497,2,1.241861
Oc1ccc(cc1)c2ccc3cc(O)cc(C#N)c3c2,0,-0.36137,18.89737,0.602483,1.208,9.317208,0.563675,2,9.580166,2,1.166158
Oc1cc(C#N)c2cc(ccc2c1)c3ccc(O)c(F)c3,0,-0.36068,18.79622,0.633733,1.208,9.229245,0.567807,2,9.566971,2,1.201541
Oc1ccc(cc1F)c2ccc3c(Br)c(O)cc(C#N)c3c2,1,-0.35924,19.18582,0.625086,1.098,9.273365,0.502414,2,9.912457,2,1.1275
Oc1ccc(cc1F)c2ccc3c(C#N)c(O)cc(C#N)c3c2,1,-0.35949,19.08426,0.629601,1.208,9.261504,0.536557,2,9.822758,2,1.166158
Cc1c(O)cc(C#N)c2cc(ccc12)c3ccc(O)c(F)c3,1,-0.36043,19.11964,0.625469,1.208,9.265636,0.505307,2,9.854008,2,1.130776
Oc1ccc(cc1)c2ccc3c(Cl)c(O)cc(C#N)c3c2,0,-0.36082,19.26711,0.594015,1.098,9.359007,0.499632,2,9.908098,2,1.093647
Oc1ccc(cc1F)c2ccc3c(Cl)c(O)cc(C#N)c3c2,1,-0.35898,19.16595,0.625265,1.098,9.271044,0.503764,2,9.894903,2,1.129029
Oc1cc(C#C)c2cc(ccc2c1)c3ccc(O)c(F)c3,0,-0.36068,18.8683,0.629601,1.171,9.245774,0.553918,2,9.622526,2,1.183519
CC#Cc1cc(O)cc2ccc(cc12)c3ccc(O)c(F)c3,0,-0.36068,19.03177,0.622657,1.089,9.285949,0.53351,2,9.745826,2,1.156167
Oc1cc(C=O)c2cc(ccc2c1)c3ccc(O)c(F)c3,0,-0.36098,18.78517,0.6333,1.274,9.225981,0.564752,2,9.559193,2,1.198051
Oc1cc(C=C)c2cc(ccc2c1)c3ccc(O)c(F)c3,0,-0.3607,18.92934,0.625035,1.089,9.259039,0.536974,2,9.670304,2,1.162009
CCc1cc(O)cc2ccc(cc12)c3ccc(O)c(F)c3,0,-0.36071,18.99038,0.620469,1.089,9.272303,0.520029,2,9.718082,2,1.140498
Oc1ccc(cc1)c2ccc3cc(O)ccc3c2,0,-0.36139,18.69743,0.607483,1.089,9.278093,0.583675,2,9.419333,2,1.191158
Oc1cccc(c1)c2ccc3c(O)cccc3c2,0,-0.36112,19.22855,0.570348,1.089,9.491768,0.529613,2,9.736779,2,1.099961
Oc1ccc(cc1)c2ccc3c(O)cccc3c2,0,-0.36113,19.01467,0.607483,1.089,9.278671,0.529613,2,9.735997,2,1.137096
Oc1cccc(c1)c2ccc3cc(O)ccc3c2,0,-0.36138,18.9109,0.583675,1.089,9.419911,0.570348,2,9.490986,2,1.154023
Oc1ccc2cc(ccc2c1)c3ccccc3,1,-0.36042,9.416578,0.583675,0.546,9.416578,0.583675,1,9.416578,1,0.583675
Oc1ccc(cc1)c2ccc3ccc(O)cc3c2,0,-0.36139,18.77371,0.607483,1.089,9.278671,0.570348,2,9.495037,2,1.177832
Oc1cccc(c1)c2ccc3ccc(O)cc3c2,0,-0.36138,18.98759,0.570348,1.089,9.491768,0.570348,2,9.495819,2,1.140697
Oc1ccc2ccc(cc2c1)c3ccccc3,1,-0.36042,9.491704,0.570348,0.546,9.491704,0.570348,1,9.491704,1,0.570348
Oc1ccc(cc1)c2ccc3ccccc3c2,0,-0.36044,9.275338,0.607483,0.546,9.275338,0.607483,1,9.275338,1,0.607483
Oc1ccc(cc1)c2ccc3c(Cl)c(O)ccc3c2,0,-0.36082,19.06716,0.599015,0.979,9.319892,0.519632,2,9.747265,2,1.118647
Oc1ccc(cc1)c2ccc3c(Br)c(O)ccc3c2,0,-0.36087,19.08703,0.598836,0.979,9.322213,0.518281,2,9.764819,2,1.117118
Oc1ccc(cc1)c2ccc3c(F)c(O)ccc3c2,0,-0.36073,18.59627,0.614925,1.089,9.264897,0.611616,2,9.33137,2,1.226541
Oc1ccc(cc1)c2ccc3c(C#N)c(O)ccc3c2,0,-0.36093,18.98547,0.603351,1.089,9.310352,0.552425,2,9.67512,2,1.155776
Oc1ccc(cc1)c2ccc3c(c(O)ccc3c2)c4ccccc4,0,-0.36113,19.7916,0.578166,1.089,9.44054,0.419827,2,10.35106,2,0.997993
Cc1c(O)ccc2cc(ccc12)c3ccc(O)cc3,0,-0.36126,19.02085,0.599219,1.089,9.314484,0.521175,2,9.70637,2,1.120394
COc1c(O)ccc2cc(ccc12)c3ccc(O)cc3,0,-0.36078,19.10249,0.600539,0.838,9.329865,0.543675,2,9.77262,2,1.144214
Oc1ccc(cc1)c2ccc3c(c(O)ccc3c2)[N+](=O)[O-],1,-0.36078,18.92697,0.606823,0.388,9.300595,0.572425,2,9.62637,2,1.179248
Oc1ccc(c(F)c1)c2ccc3cc(O)ccc3c2,0,-0.36134,18.62237,0.627483,1.208,9.218926,0.588675,2,9.403448,2,1.216158
CCC1=N[C@@H]([C@@H](N1)c2ccc(O)cc2)c3ccc(OCCN4CCCCC4)cc3,0,-0.36055,9.599189,0.543226,0.712,9.599189,0.543226,1,9.599189,1,0.543226
Oc1ccc2C(N(CCc2c1)c3ccccc3)c4ccc(cc4)N5CCN6CCCCC6C5,0,-0.3605,10.06846,0.449822,0.546,10.06846,0.449822,1,10.06846,1,0.449822
CC1CN(CCN1C)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,1,-0.36049,10.02611,0.458173,0.546,10.02611,0.458173,1,10.02611,1,0.458173
CCN1CCN(CC1C)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,1,-0.3605,10.04396,0.454267,0.546,10.04396,0.454267,1,10.04396,1,0.454267
CCC1CN(CCN1C)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,0,-0.3605,10.04644,0.453729,0.546,10.04644,0.453729,1,10.04644,1,0.453729
CN1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,0,-0.36049,10.00472,0.463275,0.546,10.00472,0.463275,1,10.00472,1,0.463275
CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,0,-0.36049,10.01022,0.459143,0.546,10.01022,0.459143,1,10.01022,1,0.459143
CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccc(F)cc5,0,-0.36049,9.999091,0.462615,0.546,9.999091,0.462615,1,9.999091,1,0.462615
CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(F)c5,0,-0.36049,9.997029,0.463275,0.546,9.997029,0.463275,1,9.997029,1,0.463275
CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,0,-0.36137,20.08186,0.459143,1.089,10.01356,0.455612,2,10.06831,2,0.914755
CN1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,0,-0.36137,20.07085,0.463275,1.089,10.00805,0.459744,2,10.0628,2,0.923019
CC(C)N1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,1,-0.36137,20.13927,0.455463,1.089,10.04226,0.451932,2,10.09701,2,0.907394
CC(C)CN1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,0,-0.36137,20.16711,0.452448,1.089,10.05618,0.448918,2,10.11093,2,0.901366
Oc1cccc(c1)N2CCc3cc(O)ccc3C2c4ccc(cc4)N5CCN(CC6CC6)CC5,0,-0.36137,20.17403,0.452448,1.089,10.05964,0.448918,2,10.11439,2,0.901366
Oc1cccc(c1)N2CCc3cc(O)ccc3C2c4ccc(cc4)N5CCN(CC5)C6CCCC6,0,-0.36137,20.20937,0.448542,1.089,10.07731,0.445012,2,10.13206,2,0.893554
Oc1cccc(c1)N2CCc3cc(O)ccc3C2c4ccc(cc4)N5CCN(CC5)C6CCCCC6,0,-0.36137,20.23715,0.445456,1.089,10.0912,0.441925,2,10.14595,2,0.887381
Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCCCCC6)cc5)c23,0,-0.36051,10.01749,0.471902,0.546,10.01749,0.471902,1,10.01749,1,0.471902
Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCCCCC6)cc5)c23,0,-0.36137,20.19915,0.471902,1.089,10.02161,0.446909,2,10.17754,2,0.918811
CN(C)CCOc1ccc(Cn2c3ccccc3c4sc5cc(O)ccc5c24)cc1,0,-0.3605,9.961323,0.483615,0.546,9.961323,0.483615,1,9.961323,1,0.483615
CN(C)CCOc1ccc(Cn2c3ccc(O)cc3c4sc5cc(O)ccc5c24)cc1,0,-0.36137,20.08015,0.483615,1.089,9.965438,0.460002,2,10.11472,2,0.943617
CCN(CC)CCOc1ccc(Cn2c3ccccc3c4sc5cc(O)ccc5c24)cc1,0,-0.36051,9.989475,0.477442,0.546,9.989475,0.477442,1,9.989475,1,0.477442
CCN(CC)CCOc1ccc(Cn2c3ccc(O)cc3c4sc5cc(O)ccc5c24)cc1,0,-0.36137,20.13989,0.477442,1.089,9.99359,0.453082,2,10.1463,2,0.930524
Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCOCC6)cc5)c23,0,-0.37819,9.999486,0.477442,0.546,9.999486,0.477442,1,9.999486,1,0.477442
Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCOCC6)cc5)c23,0,-0.37823,20.16108,0.477442,1.089,10.0036,0.453082,2,10.15748,2,0.930524
Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCCCC6)cc5)c23,0,-0.36051,10.00503,0.474672,0.546,10.00503,0.474672,1,10.00503,1,0.474672
Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCCCC6)cc5)c23,0,-0.36137,20.17279,0.474672,1.089,10.00914,0.449995,2,10.16365,2,0.924668
Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCCC6)cc5)c23,0,-0.36051,9.992561,0.477442,0.546,9.992561,0.477442,1,9.992561,1,0.477442
Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCCC6)cc5)c23,0,-0.36137,20.14644,0.477442,1.089,9.996676,0.453082,2,10.14976,2,0.930524
Oc1ccc(cc1)c2ccc3cc(O)ccc3n2,0,-0.36139,18.64924,0.617687,1.089,9.257685,0.597564,2,9.391555,2,1.215251
Oc1ccc(cc1)c2ccc3c(Cl)c(O)ccc3n2,0,-0.36082,19.01897,0.609219,0.979,9.299484,0.533521,2,9.719487,2,1.14274
Oc1ccc(cc1)c2ccc3c(Br)c(O)ccc3n2,0,-0.36087,19.03885,0.60904,0.979,9.301805,0.53217,2,9.737041,2,1.141211
Oc1ccc(cc1)c2cc(Cl)c3cc(O)ccc3n2,0,-0.36139,18.85453,0.605037,1.089,9.320354,0.5691,2,9.534175,2,1.174137
Oc1ccc2nc(cc(Cl)c2c1)c3ccc(O)c(F)c3,0,-0.36071,18.75337,0.636287,1.089,9.232391,0.573232,2,9.52098,2,1.209519
Oc1ccc(cc1)c2cc(Br)c3cc(O)ccc3n2,0,-0.36139,18.8658,0.60477,1.089,9.323821,0.5685,2,9.541977,2,1.17327
Oc1ccc2nc(cc(Br)c2c1)c3ccc(O)c(F)c3,0,-0.36071,18.76464,0.63602,1.089,9.235858,0.572632,2,9.528781,2,1.208652
Oc1ccc2nc(cc(Br)c2c1)c3cc(F)c(O)c(F)c3,0,-0.36061,18.66348,0.66727,1.089,9.147895,0.576764,2,9.515586,2,1.244035
Oc1ccc(cc1)c2cc(C=C)c3cc(O)ccc3n2,0,-0.36139,18.9195,0.600928,1.089,9.342276,0.561424,2,9.577224,2,1.162353
Oc1ccc2nc(cc(C=C)c2c1)c3ccc(O)c(F)c3,0,-0.36072,18.81834,0.632178,1.089,9.254313,0.565557,2,9.564028,2,1.197735
CCc1cc(nc2ccc(O)cc12)c3ccc(O)cc3,0,-0.36139,18.96997,0.595342,1.089,9.358449,0.549378,2,9.611521,2,1.14472
CCc1cc(nc2ccc(O)cc12)c3ccc(O)c(F)c3,0,-0.36072,18.86881,0.626592,1.089,9.270486,0.55351,2,9.598326,2,1.180102
Oc1ccc(cc1)c2cc(C#C)c3cc(O)ccc3n2,0,-0.36139,18.86903,0.606515,1.171,9.326103,0.573471,2,9.542927,2,1.179985
Oc1ccc2nc(cc(C#C)c2c1)c3ccc(O)c(F)c3,0,-0.36072,18.76787,0.637765,1.171,9.23814,0.577603,2,9.529731,2,1.215368
Oc1ccc2nc(cc(C#C)c2c1)c3cc(F)c(O)c(F)c3,0,-0.36061,18.66671,0.669015,1.171,9.150177,0.581735,2,9.516536,2,1.25075
Oc1ccc(cc1)c2cc(C#N)c3cc(O)ccc3n2,0,-0.36139,18.80821,0.611515,1.089,9.306103,0.583675,2,9.502111,2,1.19519
Oc1ccc2nc(cc(C#N)c2c1)c3ccc(O)c(F)c3,0,-0.36072,18.70706,0.642765,1.089,9.21814,0.587807,2,9.488915,2,1.230572
CC(=O)c1cc(nc2ccc(O)cc12)c3ccc(O)cc3,0,-0.36167,18.93287,0.600928,1.089,9.346391,0.561424,2,9.586483,2,1.162353
CC(=O)c1cc(nc2ccc(O)cc12)c3ccc(O)c(F)c3,0,-0.361,18.83172,0.632178,1.089,9.258428,0.565557,2,9.573288,2,1.197735
Oc1ccc2nc(cc(c3ccccc3)c2c1)c4ccc(O)c(F)c4,0,-0.36072,19.25203,0.607073,1.089,9.402322,0.517554,2,9.849711,2,1.124627
COc1cc(nc2ccc(O)cc12)c3ccc(O)cc3,0,-0.36139,18.88972,0.607687,1.089,9.333757,0.577156,2,9.555966,2,1.184843
C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CCCC5,0,-0.36138,19.73987,0.515176,1.089,9.757625,0.479355,2,9.982247,2,0.994531
C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CC[C@@H](C)C5,0,-0.36138,19.76572,0.512089,1.089,9.770548,0.476269,2,9.99517,2,0.988358
C[C@@H]1CCN(CCOc2ccc(cc2)C(=O)c3c(sc4cc(O)ccc34)c5ccc(O)cc5)C1,0,-0.36138,19.70584,0.527697,1.089,9.710059,0.475832,2,9.99578,2,1.003529
C[C@@H](COc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4)N5CCCC5,0,-0.36138,19.71632,0.526561,1.089,9.71483,0.474474,2,10.00149,2,1.001035
C[C@@H]1CCN(CCOc2ccc(Cn3c(c(C)c4cc(O)ccc34)c5ccc(O)cc5)cc2)C1,0,-0.36139,19.83584,0.518307,1.089,9.75992,0.461917,2,10.07592,2,0.980223
C[C@@H](COc1ccc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)cc1)N5CCCC5,0,-0.36139,19.84631,0.51717,1.089,9.764691,0.460559,2,10.08162,2,0.977729
C[C@@H]1CCN(CCOc2ccc(cc2)[C@H]3[C@H](CCc4cc(O)ccc34)c5ccccc5)C1,0,-0.36053,10.01992,0.454348,0.546,10.01992,0.454348,1,10.01992,1,0.454348
C[C@@H](COc1ccc(cc1)[C@H]2[C@H](CCc3cc(O)ccc23)c4ccccc4)N5CCCC5,0,-0.36053,10.02682,0.452706,0.546,10.02682,0.452706,1,10.02682,1,0.452706
Oc1ccc(cc1)c2[nH]c3ccccc3c2c4ccccc4,0,-0.36046,9.519504,0.567348,0.917,9.519504,0.567348,1,9.519504,1,0.567348
Oc1ccc(cc1)c2c([nH]c3ccccc23)c4ccccc4,0,-0.36046,9.54599,0.561934,0.917,9.54599,0.561934,1,9.54599,1,0.561934
Oc1ccc(cc1)c2[nH]c3ccccc3c2c4ccc(O)cc4,0,-0.3614,19.071,0.567348,1.46,9.522258,0.561934,2,9.548744,2,1.129282
c1ccc(cc1)c2[nH]c3ccccc3c2c4ccccc4,1,-0.25715,0,0,0.374,0,0,0,0,0,0
Oc1ccc(cc1)c2[nH]c(nc2c3ccccc3)C(F)(F)F,0,-0.36047,9.318547,0.611334,0.959,9.318547,0.611334,1,9.318547,1,0.611334
Oc1ccc(cc1)c2noc(c2c3ccccc3)C(F)(F)F,0,-0.36046,9.30053,0.620342,0.546,9.30053,0.620342,1,9.30053,1,0.620342
Oc1ccc(cc1)n2c(nc3ccccc23)c4ccccc4Cl,1,-0.36046,9.579576,0.562537,0.546,9.579576,0.562537,1,9.579576,1,0.562537
Cc1nocc1c2nc3ccccc3n2c4ccc(O)cc4,1,-0.36046,9.514975,0.581483,0.546,9.514975,0.581483,1,9.514975,1,0.581483
Cn1cccc1c2nc3ccccc3n2c4ccc(O)cc4,1,-0.36046,9.53586,0.572069,0.546,9.53586,0.572069,1,9.53586,1,0.572069
Oc1ccc(cc1)n2c(nc3ccccc23)c4ccccc4,1,-0.36046,9.528918,0.572784,0.546,9.528918,0.572784,1,9.528918,1,0.572784
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C=C)C1CC[C@@H]2O,0,-0.39304,20.5657,0.32995,0.693,10.07188,0.223495,2,10.49381,2,0.553445
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C=C)C1CC[C@@]2(O)C#C,1,-0.39226,21.14407,0.322346,0.775,10.11553,0.136689,2,11.02854,2,0.459035
C[C@]1(O)CCC2C3CC=C4C[C@@H](O)CC[C@]4(C=C)C3CC[C@]12C,1,-0.39246,21.06487,0.321686,0.693,10.10577,0.112384,2,10.95909,2,0.434069
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34CO)C1CC[C@@H]2O,0,-0.39529,30.7761,0.338312,1.038,10.02455,0.228848,3,10.46459,3,0.845371
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2O,0,-0.39304,20.46744,0.338312,0.693,10.01066,0.228848,2,10.45678,2,0.56716
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34CC#C)C1CC[C@@H]2O,0,-0.39304,20.65503,0.320295,0.775,10.12723,0.217675,2,10.5278,2,0.53797
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C#C)C1CC[C@@H]2O,0,-0.39304,20.51124,0.341997,0.775,10.03759,0.230487,2,10.47366,2,0.572484
CCC[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,1,-0.39304,20.73903,0.302279,0.693,10.17888,0.206502,2,10.56015,2,0.508781
CC[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,0,-0.39304,20.62015,0.317904,0.693,10.10618,0.216502,2,10.51397,2,0.534406
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34CC=C)C1CC[C@@H]2O,0,-0.39304,20.69703,0.311287,0.693,10.15306,0.212089,2,10.54397,2,0.523375
CC\C=C/[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,0,-0.39304,20.7962,0.301979,0.693,10.21199,0.20523,2,10.58422,2,0.50721
C\C=C\[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,0,-0.39304,20.70095,0.314325,0.693,10.15479,0.213495,2,10.54616,2,0.52782
C\C=C/[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,0,-0.39304,20.70095,0.314325,0.693,10.15479,0.213495,2,10.54616,2,0.52782
CO\C=C/[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,0,-0.39304,20.74495,0.317604,0.693,10.18074,0.21523,2,10.56422,2,0.532835
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C\Br)C1CC[C@@H]2O,0,-0.39304,20.72492,0.313602,0.712,10.1694,0.213032,2,10.55551,2,0.526634
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C\Cl)C1CC[C@@H]2O,0,-0.39304,20.71772,0.313939,0.712,10.16502,0.213248,2,10.5527,2,0.527187
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C/Cl)C1CC[C@@H]2O,0,-0.39304,20.71772,0.313939,0.712,10.16502,0.213248,2,10.5527,2,0.527187
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C\F)C1CC[C@@H]2O,0,-0.39304,20.5472,0.337763,0.712,10.06104,0.228495,2,10.48616,2,0.566257
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C/F)C1CC[C@@H]2O,0,-0.39304,20.5472,0.337763,0.712,10.06104,0.228495,2,10.48616,2,0.566257
CN(C)CCOc1ccc(cc1)\C(=C(\CCCCO)/c2ccccc2)\c3ccc(O)cc3,0,-0.42176,19.15979,0.511562,0.891,9.327805,0.499209,2,9.831987,2,1.010772
CN(C)CCOc1ccc(cc1)\C(=C(\CCCO)/c2ccccc2)\c3ccc(O)cc3,0,-0.42173,19.29834,0.507474,0.891,9.503542,0.487587,2,9.794797,2,0.995061
CN(C)CCOc1ccc(cc1)\C(=C(\CCO)/c2ccccc2)\c3ccc(O)cc3,0,-0.42123,19.52248,0.517474,0.891,9.749797,0.45136,2,9.77268,2,0.968834
CSCCC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,0,-0.36054,9.866805,0.491041,0.546,9.866805,0.491041,1,9.866805,1,0.491041
CN(C)CCOc1ccc(cc1)\C(=C(\CCCN=[N+]=[N-])/c2ccccc2)\c3ccc(O)cc3,0,-0.36055,9.840424,0.503672,0.546,9.840424,0.503672,1,9.840424,1,0.503672
CN(C)CCOc1ccc(cc1)\C(=C(\CCN=[N+]=[N-])/c2ccccc2)\c3ccc(O)cc3,0,-0.36054,9.804591,0.512908,0.546,9.804591,0.512908,1,9.804591,1,0.512908
CN(C)CCOc1ccc(cc1)\C(=C(\CCCC#N)/c2ccccc2)\c3ccc(O)cc3,0,-0.36083,9.823723,0.503342,0.546,9.823723,0.503342,1,9.823723,1,0.503342
CN(C)CCOc1ccc(cc1)\C(=C(\CCC#N)/c2ccccc2)\c3ccc(O)cc3,0,-0.36083,9.784797,0.512474,0.546,9.784797,0.512474,1,9.784797,1,0.512474
CN(C)CCOc1ccc(cc1)\C(=C(\CCCCl)/c2ccccc2)\c3ccc(O)cc3,0,-0.36054,9.833263,0.499005,0.546,9.833263,0.499005,1,9.833263,1,0.499005
CN(C)CCOc1ccc(cc1)\C(=C(\CCCl)/c2ccccc2)\c3ccc(O)cc3,0,-0.36054,9.79634,0.507227,0.546,9.79634,0.507227,1,9.79634,1,0.507227
CCN(c1ccccc1)S(=O)(=O)c2ccc(O)cc2,0,-0.36046,9.243263,0.604611,0.546,9.243263,0.604611,1,9.243263,1,0.604611
CCN(c1ccccc1Br)S(=O)(=O)c2ccc(O)cc2,1,-0.36046,9.29673,0.594148,0.546,9.29673,0.594148,1,9.29673,1,0.594148
